"","Sample_names","Sample","Type","Stain","Dilution","Tank","Day","Timepoint","Feeding_status","Time_cont","Counts","BacterialDensity","AlgalDensity","PercentageHNA","HNADensity"
"1","A01 Algae.D3.3_FIXED_SG_10.fcs","Algae.D3.3","FIXED","SG",10,"Algae","D3","3","Algae",3.33333333333333,6520,1302176.95226683,1657679.24905133,78.4969325153374,1022168.96345117
"2","A01 Artemia.D14.3_FIXED_SG_10.fcs","Artemia.D14.3","FIXED","SG",10,"Artemia","D14","3","Artemia",14.3333333333333,26775,5339408.92593627,2193.59470346588,84.0522875816993,4487895.34559087
"3","A01 Extra.001_FIXED_SG_10.fcs","T1.D0.4.B","FIXED","SG",10,"T1","D0","4","B",0.458333333333333,655,130530.091669988,0,74.0458015267176,96652.0526106018
"4","A01 T1.D17.5.B_FIXED_SG_10.fcs","T1.D17.5.B","FIXED","SG",10,"T1","D17","5","B",17.5833333333333,8376,2772408.31457699,661.988613795843,42.0964660936008,1167085.92612207
"5","A01 T1.D2.1.B_FIXED_SG_10.fcs","T1.D2.1.B","FIXED","SG",10,"T1","D2","1","B",2.08333333333333,1839,610091.895299074,16919.3510931228,64.5459488852637,393789.602892877
"6","A01 T1.D6.6.B_FIXED_SG_10.fcs","T1.D6.6.B","FIXED","SG",10,"T1","D6","6","B",6.70833333333333,82963,27635909.3937375,29980.0133244504,74.4958596000627,20587608.2611592
"7","A01 T2.D10.2.B_FIXED_SG_10.fcs","T2.D10.2.B","FIXED","SG",10,"T2","D10","2","B",10.2083333333333,65681,21828182.1203058,5982.05383848455,55.1179184238973,12031239.6144899
"8","A01 T2.D14.7.B_FIXED_SG_10.fcs","T2.D14.7.B","FIXED","SG",10,"T2","D14","7","B",14.8333333333333,111278,36905677.8986469,331.652958344388,97.7713474361509,36083178.5619528
"9","A01 T2.D3.8.B_FIXED_SG_10.fcs","T2.D3.8.B","FIXED","SG",10,"T2","D3","8","B",3.95833333333333,9903,3279790.68689144,7948.59905941578,77.1887306876704,2531628.80042393
"10","A01 T3.D7.5.B_FIXED_SG_10.fcs","T3.D7.5.B","FIXED","SG",10,"T3","D7","5","B",7.58333333333333,76506,25395339.5737901,42820.1553475403,74.8163542728675,18999867.2243245
"11","A01 T4.D11.1.B_FIXED_SG_10.fcs","T4.D11.1.B","FIXED","SG",10,"T4","D11","1","B",11.0833333333333,95020,31606958.7200213,6320.06120480325,25.2778362450011,7989555.26727206
"12","A01 T4.D14.3.A_FIXED_SG_10.fcs","T4.D14.3.A","FIXED","SG",10,"T4","D14","3","A",14.3333333333333,22994,7646824.07715331,332.55736614566,76.5417065321388,5853009.64416362
"13","A01 T4.D15.6.B_FIXED_SG_10.fcs","T4.D15.6.B","FIXED","SG",10,"T4","D15","6","B",15.7083333333333,22673,7536313.77763005,0,54.3201164380541,4093734.41914575
"14","A01 T4.D4.3.A_FIXED_SG_10.fcs","T4.D4.3.A","FIXED","SG",10,"T4","D4","3","A",4.33333333333333,31123,6221364.89025707,7596.05005397193,78.5560517944928,4887258.62551473
"15","A01 T4.D4.3.B_FIXED_SG_10.fcs","T4.D4.3.B","FIXED","SG",10,"T4","D4","3","B",4.33333333333333,31123,6221364.89025707,7596.05005397193,78.5560517944928,4887258.62551473
"16","A01 T4.D4.7.B_FIXED_SG_10.fcs","T4.D4.7.B","FIXED","SG",10,"T4","D4","7","B",4.83333333333333,33216,11070154.974171,15330.7782036327,75.7677023121387,8387602.06632228
"17","A01 T5.D12.8.A_FIXED_SG_10.fcs","T5.D12.8.A","FIXED","SG",10,"T5","D12","8","A",12.9583333333333,57664,19166389.682909,1661.9025460347,69.8772197558269,13392940.2379844
"18","A01 T5.D8.4.B_FIXED_SG_10.fcs","T5.D8.4.B","FIXED","SG",10,"T5","D8","4","B",8.45833333333333,47339,15671533.088357,34760.1549309763,77.0147235894294,12069387.8902241
"19","A02 Algae.D3.6_FIXED_SG_10.fcs","Algae.D3.6","FIXED","SG",10,"Algae","D3","6","Algae",3.70833333333333,8825,1759089.45941636,1561553.1813108,63.3881019830028,1115053.4205071
"20","A02 Artemia.D14.4_FIXED_SG_10.fcs","Artemia.D14.4","FIXED","SG",10,"Artemia","D14","4","Artemia",14.4583333333333,5174,1033786.88884893,999.02095945973,74.3911867027445,769046.3345921
"21","A02 Extra.002_FIXED_SG_10.fcs","T2.D0.4.B","FIXED","SG",10,"T2","D0","4","B",0.458333333333333,516,102844.159209136,0,68.0232558139535,69957.9455085404
"22","A02 T1.D17.5.A_FIXED_SG_10.fcs","T1.D17.5.A","FIXED","SG",10,"T1","D17","5","A",17.5833333333333,7019,2323325.94088246,0,37.8259011255165,878818.973221674
"23","A02 T1.D2.1.A_FIXED_SG_10.fcs","T1.D2.1.A","FIXED","SG",10,"T1","D2","1","A",2.08333333333333,1729,572857.994831356,17228.8118746273,59.1093117408907,338612.417997482
"24","A02 T1.D6.6.A_FIXED_SG_10.fcs","T1.D6.6.A","FIXED","SG",10,"T1","D6","6","A",6.70833333333333,85290,28328960.042515,30889.8262862457,77.2704889201548,21889925.9308466
"25","A02 T2.D10.2.A_FIXED_SG_10.fcs","T2.D10.2.A","FIXED","SG",10,"T2","D10","2","A",10.2083333333333,62383,20750066.5247472,8315.59340074508,61.685074459388,12799693.9861629
"26","A02 T2.D14.7.A_FIXED_SG_10.fcs","T2.D14.7.A","FIXED","SG",10,"T2","D14","7","A",14.8333333333333,98845,32858520.0452098,332.424705804135,98.0363194901108,32213283.6912439
"27","A02 T2.D3.8.A_FIXED_SG_10.fcs","T2.D3.8.A","FIXED","SG",10,"T2","D3","8","A",3.95833333333333,10400,3442682.64424509,6951.57072395644,76.8269230769231,2644907.14687676
"28","A02 T3.D7.5.A_FIXED_SG_10.fcs","T3.D7.5.A","FIXED","SG",10,"T3","D7","5","A",7.58333333333333,84641,28043535.882314,37770.8568020675,75.8107772828771,21260022.5299848
"29","A02 T4.D11.1.A_FIXED_SG_10.fcs","T4.D11.1.A","FIXED","SG",10,"T4","D11","1","A",11.0833333333333,98467,32737216.5702507,5984.44045481747,24.5879330130907,8049404.88064366
"30","A02 T4.D14.3.B_FIXED_SG_10.fcs","T4.D14.3.B","FIXED","SG",10,"T4","D14","3","B",14.3333333333333,21777,7250299.64043148,0,75.9700601552096,5508056.99826874
"31","A02 T4.D15.6.A_FIXED_SG_10.fcs","T4.D15.6.A","FIXED","SG",10,"T4","D15","6","A",15.7083333333333,23010,7668977.46967071,0,56.0060843111691,4295093.98746834
"32","A02 T4.D4.7.A_FIXED_SG_10.fcs","T4.D4.7.A","FIXED","SG",10,"T4","D4","7","A",4.83333333333333,33490,11146613.4132135,15310.3677816608,73.4816363093461,8190713.92910634
"33","A02 T4.D6.3.A_FIXED_SG_10.fcs","T4.D6.3.A","FIXED","SG",10,"T4","D6","3","A",6.33333333333333,67094,13401110.534095,25566.2525466384,75.6669746922229,10140214.9163105
"34","A02 T4.D6.3.B_FIXED_SG_10.fcs","T4.D6.3.B","FIXED","SG",10,"T4","D6","3","B",6.33333333333333,67094,13401110.534095,25566.2525466384,75.6669746922229,10140214.9163105
"35","A02 T5.D12.8.B_FIXED_SG_10.fcs","T5.D12.8.B","FIXED","SG",10,"T5","D12","8","B",12.9583333333333,54940,18199887.3687349,662.536853612482,60.5078267200582,11012356.3123199
"36","A02 T5.D8.4.A_FIXED_SG_10.fcs","T5.D8.4.A","FIXED","SG",10,"T5","D8","4","A",8.45833333333333,47504,15748574.4596207,38124.9171197454,75.9093971034018,11954647.9246784
"37","A03 Algae.D4.3_FIXED_SG_10.fcs","Algae.D4.3","FIXED","SG",10,"Algae","D4","3","Algae",4.33333333333333,10371,2067254.02647106,1760086.11066816,68.7493973580175,1421224.6850582
"38","A03 Artemia.D14.5_FIXED_SG_10.fcs","Artemia.D14.5","FIXED","SG",10,"Artemia","D14","5","Artemia",14.5833333333333,7308,1460635.98025303,799.472348250155,75.9715380405036,1109667.61937121
"39","A03 Extra.003_FIXED_SG_10.fcs","T3.D0.4.B","FIXED","SG",10,"T3","D0","4","B",0.458333333333333,531,105835.924419995,0,61.7702448210923,65375.1096228972
"40","A03 T1.D13.1.B_FIXED_SG_10.fcs","T1.D13.1.B","FIXED","SG",10,"T1","D13","1","B",13.0833333333333,69858,23227157.8667376,997.473068227158,96.6188553923674,22441814.0710201
"41","A03 T1.D17.6.B_FIXED_SG_10.fcs","T1.D17.6.B","FIXED","SG",10,"T1","D17","6","B",17.7083333333333,7283,2412787.80851416,0,42.963064671152,1036607.58654961
"42","A03 T1.D2.2.B_FIXED_SG_10.fcs","T1.D2.2.B","FIXED","SG",10,"T1","D2","2","B",2.20833333333333,2207,730818.901288122,19205.9339713236,73.0403262347077,533792.509685751
"43","A03 T1.D6.7.B_FIXED_SG_10.fcs","T1.D6.7.B","FIXED","SG",10,"T1","D6","7","B",6.83333333333333,89341,29674494.3036503,36536.3536719035,75.6796991302985,22457568.0074401
"44","A03 T2.D10.4.B_FIXED_SG_10.fcs","T2.D10.4.B","FIXED","SG",10,"T2","D10","4","B",10.4583333333333,71513,23797211.4072743,7320.88782403248,72.7657908352328,17316229.0772354
"45","A03 T2.D14.8.B_FIXED_SG_10.fcs","T2.D14.8.B","FIXED","SG",10,"T2","D14","8","B",14.9583333333333,130766,43282801.5358136,330.994306897921,98.0652463178502,42445385.9393618
"46","A03 T3.D3.1.B_FIXED_SG_10.fcs","T3.D3.1.B","FIXED","SG",10,"T3","D3","1","B",3.08333333333333,4017,1330176.49591046,12914.334911752,58.8000995767986,782145.104142521
"47","A03 T3.D7.6.B_FIXED_SG_10.fcs","T3.D7.6.B","FIXED","SG",10,"T3","D7","6","B",7.70833333333333,94236,31195709.7457627,48000.529661017,76.3625366102127,23821835.2754237
"48","A03 T4.D11.2.B_FIXED_SG_10.fcs","T4.D11.2.B","FIXED","SG",10,"T4","D11","2","B",11.2083333333333,95516,31683417.9188642,5307.32742893157,30.339419573684,9612565.097688
"49","A03 T4.D15.7.B_FIXED_SG_10.fcs","T4.D15.7.B","FIXED","SG",10,"T4","D15","7","B",15.8333333333333,22465,7449101.39929704,0,58.7758735811262,4378274.42138073
"50","A03 T4.D4.8.B_FIXED_SG_10.fcs","T4.D4.8.B","FIXED","SG",10,"T4","D4","8","B",4.95833333333333,32910,10904572.5646123,17892.6441351889,73.3941051352173,8003313.45261763
"51","A03 T4.D7.3.A_FIXED_SG_10.fcs","T4.D7.3.A","FIXED","SG",10,"T4","D7","3","A",7.33333333333333,85044,16948463.4700466,27701.3830762486,70.642255773482,11972776.9141855
"52","A03 T4.D7.3.B_FIXED_SG_10.fcs","T4.D7.3.B","FIXED","SG",10,"T4","D7","3","B",7.33333333333333,85044,16948463.4700466,27701.3830762486,70.642255773482,11972776.9141855
"53","A03 T5.D14.3.A_FIXED_SG_10.fcs","T5.D14.3.A","FIXED","SG",10,"T5","D14","3","A",14.3333333333333,56219,18650764.688319,0,79.8359985058432,14890024.2178947
"54","A03 T5.D8.5.B_FIXED_SG_10.fcs","T5.D8.5.B","FIXED","SG",10,"T5","D8","5","B",8.58333333333333,50003,16561123.4392078,34113.8674527208,73.4675919444833,12167058.5897393
"55","A04 Algae.D4.6_FIXED_SG_10.fcs","Algae.D4.6","FIXED","SG",10,"Algae","D4","6","Algae",4.70833333333333,8918,1783421.65783422,1959804.01959804,79.84974209464,1424057.59424058
"56","A04 Artemia.D14.6_FIXED_SG_10.fcs","Artemia.D14.6","FIXED","SG",10,"Artemia","D14","6","Artemia",14.7083333333333,10644,2127438.43939879,399.744163735209,80.2987598647125,1708306.68372242
"57","A04 Extra.004_FIXED_SG_10.fcs","T4.D0.4.B","FIXED","SG",10,"T4","D0","4","B",0.458333333333333,657,130980.861244019,199.362041467305,52.0547945205479,68181.8181818182
"58","A04 T1.D13.1.A_FIXED_SG_10.fcs","T1.D13.1.A","FIXED","SG",10,"T1","D13","1","A",13.0833333333333,75142,24954171.0945802,0,96.9071890553885,24182385.75983
"59","A04 T1.D17.6.A_FIXED_SG_10.fcs","T1.D17.6.A","FIXED","SG",10,"T1","D17","6","A",17.7083333333333,8057,2670976.29703299,331.510028178352,44.433411939928,1186805.9008785
"60","A04 T1.D2.2.A_FIXED_SG_10.fcs","T1.D2.2.A","FIXED","SG",10,"T1","D2","2","A",2.20833333333333,2206,735259.807352598,16665.00016665,75.2946509519492,553611.305536113
"61","A04 T1.D6.7.A_FIXED_SG_10.fcs","T1.D6.7.A","FIXED","SG",10,"T1","D6","7","A",6.83333333333333,79751,26504154.2040545,22266.5337321369,76.6347757394892,20311399.1359256
"62","A04 T2.D10.4.A_FIXED_SG_10.fcs","T2.D10.4.A","FIXED","SG",10,"T2","D10","4","A",10.4583333333333,68958,22935541.8080224,9645.44668396195,75.4154702862612,17296946.7172221
"63","A04 T2.D14.8.A_FIXED_SG_10.fcs","T2.D14.8.A","FIXED","SG",10,"T2","D14","8","A",14.9583333333333,142912,47309322.0338983,662.076271186441,98.2982534706673,46504237.2881356
"64","A04 T3.D3.1.A_FIXED_SG_10.fcs","T3.D3.1.A","FIXED","SG",10,"T3","D3","1","A",3.08333333333333,3996,1322872.18194458,10924.620121164,57.1821821821822,756447.18111696
"65","A04 T3.D7.6.A_FIXED_SG_10.fcs","T3.D7.6.A","FIXED","SG",10,"T3","D7","6","A",7.70833333333333,92229,30548507.8334603,37759.5972309629,75.5369786075963,23075419.8271008
"66","A04 T4.D11.2.A_FIXED_SG_10.fcs","T4.D11.2.A","FIXED","SG",10,"T4","D11","2","A",11.2083333333333,95500,31697036.0781971,4314.77978027814,24.6073298429319,7799794.21819509
"67","A04 T4.D15.7.A_FIXED_SG_10.fcs","T4.D15.7.A","FIXED","SG",10,"T4","D15","7","A",15.8333333333333,23206,7691236.90839189,0,55.8648625355512,4296698.9261567
"68","A04 T4.D4.8.A_FIXED_SG_10.fcs","T4.D4.8.A","FIXED","SG",10,"T4","D4","8","A",4.95833333333333,32599,10864884.6820424,10998.5335288628,74.5206908187368,8096587.1217171
"69","A04 T4.D8.3.A_FIXED_SG_10.fcs","T4.D8.3.A","FIXED","SG",10,"T4","D8","3","A",8.33333333333333,78539,15689600.0639258,13584.2422789564,82.9040349380562,13007311.5186384
"70","A04 T4.D8.3.B_FIXED_SG_10.fcs","T4.D8.3.B","FIXED","SG",10,"T4","D8","3","B",8.33333333333333,78539,15689600.0639258,13584.2422789564,82.9040349380562,13007311.5186384
"71","A04 T5.D14.3.B_FIXED_SG_10.fcs","T5.D14.3.B","FIXED","SG",10,"T5","D14","3","B",14.3333333333333,61738,20461339.608259,994.266397109999,79.6413878000583,16295694.8265005
"72","A04 T5.D8.5.A_FIXED_SG_10.fcs","T5.D8.5.A","FIXED","SG",10,"T5","D8","5","A",8.58333333333333,46257,15393344.4259567,29950.0831946755,77.4390902998465,11920465.890183
"73","A05 Algae.D5.3_FIXED_SG_10.fcs","Algae.D5.3","FIXED","SG",10,"Algae","D5","3","Algae",5.33333333333333,14366,2863749.62623343,2283663.90909997,56.0768481136016,1605900.52825675
"74","A05 Artemia.D14.7_FIXED_SG_10.fcs","Artemia.D14.7","FIXED","SG",10,"Artemia","D14","7","Artemia",14.8333333333333,28972,5786761.47485319,1797.62713218551,85.1132127571448,4925298.60584029
"75","A05 Extra.005_FIXED_SG_10.fcs","T5.D0.4.B","FIXED","SG",10,"T5","D0","4","B",0.458333333333333,510,101674.641148325,199.362041467305,43.1372549019608,43859.649122807
"76","A05 T1.D13.2.B_FIXED_SG_10.fcs","T1.D13.2.B","FIXED","SG",10,"T1","D13","2","B",13.2083333333333,87470,29039540.5199031,0,97.3682405396136,28275289.6650178
"77","A05 T1.D15.3.A_FIXED_SG_10.fcs","T1.D15.3.A","FIXED","SG",10,"T1","D15","3","A",15.3333333333333,45815,15186118.2008021,6629.32148894561,55.7415693550147,8464980.60923464
"78","A05 T1.D17.7.B_FIXED_SG_10.fcs","T1.D17.7.B","FIXED","SG",10,"T1","D17","7","B",17.8333333333333,8096,2691668.32901124,332.468914156526,49.4565217391304,1331205.53228273
"79","A05 T1.D2.4.B_FIXED_SG_10.fcs","T1.D2.4.B","FIXED","SG",10,"T1","D2","4","B",2.45833333333333,5377,1781053.32891686,14574.3623716462,80.955923377348,1441868.16826764
"80","A05 T1.D6.8.B_FIXED_SG_10.fcs","T1.D6.8.B","FIXED","SG",10,"T1","D6","8","B",6.95833333333333,85411,28333388.621662,20235.5282799801,77.817845476578,22048432.5758832
"81","A05 T2.D10.5.B_FIXED_SG_10.fcs","T2.D10.5.B","FIXED","SG",10,"T2","D10","5","B",10.5833333333333,70921,23590007.9829697,6652.47472059606,80.0496326898944,18883714.741884
"82","A05 T3.D14.1.B_FIXED_SG_10.fcs","T3.D14.1.B","FIXED","SG",10,"T3","D14","1","B",14.0833333333333,210974,70144628.7861156,0,66.6712485898736,46766299.8304352
"83","A05 T3.D3.2.B_FIXED_SG_10.fcs","T3.D3.2.B","FIXED","SG",10,"T3","D3","2","B",3.20833333333333,4638,1536321.1765875,10599.8873761966,60.9314359637775,936102.553910365
"84","A05 T3.D7.7.B_FIXED_SG_10.fcs","T3.D7.7.B","FIXED","SG",10,"T3","D7","7","B",7.83333333333333,93018,30804742.3499801,35766.3266657835,74.3952783332258,22917273.8111008
"85","A05 T4.D11.4.B_FIXED_SG_10.fcs","T4.D11.4.B","FIXED","SG",10,"T4","D11","4","B",11.4583333333333,83961,27914422.5014961,2992.22022740874,20.7798858994057,5800585.14528892
"86","A05 T4.D15.8.B_FIXED_SG_10.fcs","T4.D15.8.B","FIXED","SG",10,"T4","D15","8","B",15.9583333333333,23369,7733726.04825098,330.939537346527,56.0700072745945,4336300.75785154
"87","A05 T4.D9.3.A_FIXED_SG_10.fcs","T4.D9.3.A","FIXED","SG",10,"T4","D9","3","A",9.33333333333333,104241,20775071.747449,15943.8775510204,86.1542003626212,17898596.9387755
"88","A05 T4.D9.3.B_FIXED_SG_10.fcs","T4.D9.3.B","FIXED","SG",10,"T4","D9","3","B",9.33333333333333,104241,20775071.747449,15943.8775510204,86.1542003626212,17898596.9387755
"89","A05 T5.D4.1.B_FIXED_SG_10.fcs","T5.D4.1.B","FIXED","SG",10,"T5","D4","1","B",4.08333333333333,20489,6784886.41631896,3642.62533942645,81.2582361267021,5513279.025101
"90","A05 T5.D8.6.B_FIXED_SG_10.fcs","T5.D8.6.B","FIXED","SG",10,"T5","D8","6","B",8.70833333333333,47935,15899366.4798169,29188.3644565326,75.7588400959633,12045175.6277157
"91","A06 Algae.D5.6_FIXED_SG_10.fcs","Algae.D5.6","FIXED","SG",10,"Algae","D5","6","Algae",5.70833333333333,14200,2829079.75215668,2514693.28392405,49.8591549295775,1410555.2567091
"92","A06 Artemia.D14.8_FIXED_SG_10.fcs","Artemia.D14.8","FIXED","SG",10,"Artemia","D14","8","Artemia",14.9583333333333,10601,2118378.19475251,2597.76592130768,85.9730214130742,1821233.73898447
"93","A06 Extra.006_FIXED_SG_10.fcs","T1.D1.3.B","FIXED","SG",10,"T1","D1","3","B",1.33333333333333,1777,354195.734502691,0,83.1176139561058,294399.04325294
"94","A06 T1.D13.2.A_FIXED_SG_10.fcs","T1.D13.2.A","FIXED","SG",10,"T1","D13","2","A",13.2083333333333,92270,30557027.4208504,0,97.4986452801561,29792687.773215
"95","A06 T1.D15.3.B_FIXED_SG_10.fcs","T1.D15.3.B","FIXED","SG",10,"T1","D15","3","B",15.3333333333333,41726,13831670.3682832,5966.78489740445,53.9879212002109,7467431.29910167
"96","A06 T1.D17.7.A_FIXED_SG_10.fcs","T1.D17.7.A","FIXED","SG",10,"T1","D17","7","A",17.8333333333333,8453,2797987.48800106,993.015788951044,49.544540399858,1386250.04137566
"97","A06 T1.D2.4.A_FIXED_SG_10.fcs","T1.D2.4.A","FIXED","SG",10,"T1","D2","4","A",2.45833333333333,6284,2081552.88350061,18549.8029083441,87.6830044557607,1825168.10758886
"98","A06 T1.D6.8.A_FIXED_SG_10.fcs","T1.D6.8.A","FIXED","SG",10,"T1","D6","8","A",6.95833333333333,79844,26519197.555467,18599.7077188787,79.6089875256751,21111664.6738408
"99","A06 T2.D10.5.A_FIXED_SG_10.fcs","T2.D10.5.A","FIXED","SG",10,"T2","D10","5","A",10.5833333333333,71400,23707540.5916924,10293.1898927516,82.1386554621849,19473055.0851678
"100","A06 T3.D14.1.A_FIXED_SG_10.fcs","T3.D14.1.A","FIXED","SG",10,"T3","D14","1","A",14.0833333333333,222223,73842958.7293148,0,61.8230336193823,45651957.2007709
"101","A06 T3.D3.2.A_FIXED_SG_10.fcs","T3.D3.2.A","FIXED","SG",10,"T3","D3","2","A",3.20833333333333,4185,1394674.57593228,6331.85590028993,57.6821983273596,804478.954910521
"102","A06 T3.D7.7.A_FIXED_SG_10.fcs","T3.D7.7.A","FIXED","SG",10,"T3","D7","7","A",7.83333333333333,92868,30752011.6560151,37087.320772211,70.9070939397855,21805357.7933044
"103","A06 T4.D10.3.A_FIXED_SG_10.fcs","T4.D10.3.A","FIXED","SG",10,"T4","D10","3","A",10.3333333333333,75643,15102020.4440185,13775.7546717777,88.2791533915894,13331935.7930043
"104","A06 T4.D10.3.B_FIXED_SG_10.fcs","T4.D10.3.B","FIXED","SG",10,"T4","D10","3","B",10.3333333333333,75643,15102020.4440185,13775.7546717777,88.2791533915894,13331935.7930043
"105","A06 T4.D11.4.A_FIXED_SG_10.fcs","T4.D11.4.A","FIXED","SG",10,"T4","D11","4","A",11.4583333333333,79858,26555599.8935887,4988.02873104549,17.6939066843647,4698723.06464485
"106","A06 T4.D15.8.A_FIXED_SG_10.fcs","T4.D15.8.A","FIXED","SG",10,"T4","D15","8","A",15.9583333333333,23148,7662109.82754626,0,52.7259374459997,4039919.23471583
"107","A06 T5.D4.1.A_FIXED_SG_10.fcs","T5.D4.1.A","FIXED","SG",10,"T5","D4","1","A",4.08333333333333,23757,7862651.00115837,4302.49875889459,82.809277265648,6511004.46797948
"108","A06 T5.D8.6.A_FIXED_SG_10.fcs","T5.D8.6.A","FIXED","SG",10,"T5","D8","6","A",8.70833333333333,49310,16376075.1884693,38524.127395304,76.9174609612655,12596061.2400784
"109","A07 Algae.D6.3_FIXED_SG_10.fcs","Algae.D6.3","FIXED","SG",10,"Algae","D6","3","Algae",6.33333333333333,8602,1713511.6830342,2334017.25065238,39.7116949546617,680464.532579032
"110","A07 Artemia.D15.1_FIXED_SG_10.fcs","Artemia.D15.1","FIXED","SG",10,"Artemia","D15","1","Artemia",15.0833333333333,13119,2621493.08608425,999.120773719127,88.1317173565058,2310366.87714811
"111","A07 Extra.007_FIXED_SG_10.fcs","T2.D1.3.B","FIXED","SG",10,"T2","D1","3","B",1.33333333333333,2098,418511.869140235,0,70.8770257387989,296628.765210453
"112","A07 T1.D13.4.B_FIXED_SG_10.fcs","T1.D13.4.B","FIXED","SG",10,"T1","D13","4","B",13.4583333333333,92465,30630735.0846391,0,97.0994430324988,29742273.1639447
"113","A07 T1.D17.8.B_FIXED_SG_10.fcs","T1.D17.8.B","FIXED","SG",10,"T1","D17","8","B",17.9583333333333,7564,2513374.31467021,332.281109818907,52.181385510312,1311513.54045523
"114","A07 T1.D2.5.B_FIXED_SG_10.fcs","T1.D2.5.B","FIXED","SG",10,"T1","D2","5","B",2.58333333333333,7174,2389819.78080549,14990.5060128585,82.3529411764706,1968086.8783104
"115","A07 T1.D5.3.A_FIXED_SG_10.fcs","T1.D5.3.A","FIXED","SG",10,"T1","D5","3","A",5.33333333333333,37075,7388107.28946634,10760.8305767008,76.1105866486851,5623131.8002471
"116","A07 T1.D5.3.B_FIXED_SG_10.fcs","T1.D5.3.B","FIXED","SG",10,"T1","D5","3","B",5.33333333333333,37075,7388107.28946634,10760.8305767008,76.1105866486851,5623131.8002471
"117","A07 T2.D10.6.B_FIXED_SG_10.fcs","T2.D10.6.B","FIXED","SG",10,"T2","D10","6","B",10.7083333333333,51919,17258584.5826547,9639.99601103613,87.3437469905044,15074294.4520161
"118","A07 T2.D15.3.A_FIXED_SG_10.fcs","T2.D15.3.A","FIXED","SG",10,"T2","D15","3","A",15.3333333333333,106529,35351762.1291564,0,98.5449971369299,34837392.9780315
"119","A07 T2.D6.1.B_FIXED_SG_10.fcs","T2.D6.1.B","FIXED","SG",10,"T2","D6","1","B",6.08333333333333,61409,20379994.6900305,26881.7204301075,69.2276376426908,14108588.875614
"120","A07 T3.D14.2.B_FIXED_SG_10.fcs","T3.D14.2.B","FIXED","SG",10,"T3","D14","2","B",14.2083333333333,239950,79617094.6977238,0,62.7518232965201,49961178.5785387
"121","A07 T3.D3.4.B_FIXED_SG_10.fcs","T3.D3.4.B","FIXED","SG",10,"T3","D3","4","B",3.45833333333333,5503,1833599.89337598,14994.0023990404,70.9976376521897,1301812.60829002
"122","A07 T3.D7.8.B_FIXED_SG_10.fcs","T3.D7.8.B","FIXED","SG",10,"T3","D7","8","B",7.95833333333333,93462,30984617.4247447,32489.0598063917,67.9142325223085,21042965.1239889
"123","A07 T4.D11.5.B_FIXED_SG_10.fcs","T4.D11.5.B","FIXED","SG",10,"T4","D11","5","B",11.5833333333333,70588,23475340.0512155,3658.25268549004,18.389811299371,4317070.7373042
"124","A07 T5.D15.1.B_FIXED_SG_10.fcs","T5.D15.1.B","FIXED","SG",10,"T5","D15","1","B",15.0833333333333,70441,23326379.2304126,331.147758129677,45.4621598216948,10604675.8063448
"125","A07 T5.D4.2.B_FIXED_SG_10.fcs","T5.D4.2.B","FIXED","SG",10,"T5","D4","2","B",4.20833333333333,22585,7476743.8011057,3972.58913496872,80.3807837059996,6009865.26301851
"126","A07 T5.D8.7.B_FIXED_SG_10.fcs","T5.D8.7.B","FIXED","SG",10,"T5","D8","7","B",8.83333333333333,44781,14888785.4506766,32250.5569039465,75.4873718764655,11239152.8410413
"127","A08 Algae.D6.6_FIXED_SG_10.fcs","Algae.D6.6","FIXED","SG",10,"Algae","D6","6","Algae",6.70833333333333,6593,1314656.03190429,2721236.29112662,33.7479144547247,443668.993020937
"128","A08 Artemia.D15.2_FIXED_SG_10.fcs","Artemia.D15.2","FIXED","SG",10,"Artemia","D15","2","Artemia",15.2083333333333,16612,3318417.89852177,1398.3220135837,89.9289670117987,2984218.93727527
"129","A08 Extra.008_FIXED_SG_10.fcs","T3.D1.3.B","FIXED","SG",10,"T3","D1","3","B",1.33333333333333,1667,332091.559256529,0,75.7648470305939,251608.661872223
"130","A08 T1.D13.4.A_FIXED_SG_10.fcs","T1.D13.4.A","FIXED","SG",10,"T1","D13","4","A",13.4583333333333,85388,28269491.8059924,0,97.1014662481847,27450091.0445291
"131","A08 T1.D17.8.A_FIXED_SG_10.fcs","T1.D17.8.A","FIXED","SG",10,"T1","D17","8","A",17.9583333333333,8911,2959481.8997011,0,53.035574009651,1569578.2132182
"132","A08 T1.D2.5.A_FIXED_SG_10.fcs","T1.D2.5.A","FIXED","SG",10,"T1","D2","5","A",2.58333333333333,6595,2197234.71597535,12660.3364984175,73.6315390447309,1617857.73779777
"133","A08 T1.D6.3.A_FIXED_SG_10.fcs","T1.D6.3.A","FIXED","SG",10,"T1","D6","3","A",6.33333333333333,82017,16380140.2009147,13980.1481895708,84.1130497335918,13777835.4736274
"134","A08 T1.D6.3.B_FIXED_SG_10.fcs","T1.D6.3.B","FIXED","SG",10,"T1","D6","3","B",6.33333333333333,82017,16380140.2009147,13980.1481895708,84.1130497335918,13777835.4736274
"135","A08 T2.D10.6.A_FIXED_SG_10.fcs","T2.D10.6.A","FIXED","SG",10,"T2","D10","6","A",10.7083333333333,55263,18359190.7245606,8637.58679113651,88.7411106888877,16292149.7624664
"136","A08 T2.D15.3.B_FIXED_SG_10.fcs","T2.D15.3.B","FIXED","SG",10,"T2","D15","3","B",15.3333333333333,114460,37913216.296787,0,98.5243753276254,37353759.5230209
