"","OTU","rep","fold","PredictedClass","TrueClass","Regression","Combined","TrueValue"
"20160223_D1.fcs","Otu00002",1,1,"Absent","Absent",0.0427045042612886,0,0.000698812019566737
"20160411_D3.fcs","Otu00002",1,1,"Absent","Absent",0.0340386603593456,0,0.00142599106378933
"20160522_D3.fcs","Otu00002",1,1,"Present","Absent",0.0882798521355942,0.0882798521355942,0.0046259842519685
"20160411_D1.fcs","Otu00002",1,1,"Absent","Absent",0.0704244822987938,0,0.0079130517685194
"20160223_C2.fcs","Otu00002",1,1,"Absent","Present",0.0184190080349055,0,0.0130890052356021
"20160324_C2.fcs","Otu00002",1,1,"Present","Present",0.0306440419081499,0.0306440419081499,0.0243573697891595
"20160522_C1.fcs","Otu00002",1,1,"Present","Present",0.163446615648707,0.163446615648707,0.0328986366330765
"20160307_C1.fcs","Otu00002",1,1,"Present","Present",0.13191022990839,0.13191022990839,0.181906425936711
"20160513_C2.fcs","Otu00002",1,1,"Present","Present",0.485089164264786,0.485089164264786,0.436372453928225
"20160321_D2.fcs","Otu00002",1,2,"Absent","Absent",0.0090761566413827,0,0.000971911750413063
"20160502_D1.fcs","Otu00002",1,2,"Absent","Absent",0.0226089229726321,0,0.00152817574021012
"20160324_C1.fcs","Otu00002",1,2,"Present","Absent",0.0319802678987187,0.0319802678987187,0.00517426535194767
"20160321_C2.fcs","Otu00002",1,2,"Present","Absent",0.0717169910265297,0.0717169910265297,0.00881310470351566
"20160505_D2.fcs","Otu00002",1,2,"Absent","Present",0.0358257952136516,0,0.0170326287707778
"20160229_D3.fcs","Otu00002",1,2,"Present","Present",0.190931988735409,0.190931988735409,0.0246448245868368
"20160401_C1.fcs","Otu00002",1,2,"Present","Present",0.114479337544683,0.114479337544683,0.0351633611190955
"20160229_D2.fcs","Otu00002",1,2,"Present","Present",0.324093272157972,0.324093272157972,0.360978462138193
"20160411_C1.fcs","Otu00002",1,2,"Present","Present",0.42455368061367,0.42455368061367,0.453155245838173
"20160324_D2.fcs","Otu00002",1,3,"Present","Absent",0.0361172374130678,0.0361172374130678,0.00106177606177606
"20160401_D2.fcs","Otu00002",1,3,"Absent","Absent",0.0209605980514679,0,0.00164744645799012
"20160422_D2.fcs","Otu00002",1,3,"Absent","Absent",0.0164896053609243,0,0.00622628660375523
"20160502_D3.fcs","Otu00002",1,3,"Absent","Present",0.00443352158320421,0,0.0102216278181123
"20160321_D1.fcs","Otu00002",1,3,"Absent","Present",0.000151676701965012,0,0.0200249113729999
"20160411_C2.fcs","Otu00002",1,3,"Present","Present",0.028418164079282,0.028418164079282,0.0258435032304379
"20160229_C1.fcs","Otu00002",1,3,"Present","Present",0.187820838469407,0.187820838469407,0.0356865787432118
"20160229_C2.fcs","Otu00002",1,3,"Present","Present",0.251415462619452,0.251415462619452,0.367655613728912
"20160502_C2.fcs","Otu00002",1,3,"Present","Present",0.262692165171013,0.262692165171013,0.480361656620649
"20160223_C1.fcs","Otu00002",1,4,"Absent","Absent",0.0189285569040154,0,0.00108932461873638
"20160513_D2.fcs","Otu00002",1,4,"Present","Absent",0.0394417353282983,0.0394417353282983,0.00209723546234509
"20160522_D1.fcs","Otu00002",1,4,"Absent","Absent",0.0350494470185889,0,0.00632668711656442
"20160223_D2.fcs","Otu00002",1,4,"Absent","Present",0.0253758112908061,0,0.0107632093933464
"20160229_D1.fcs","Otu00002",1,4,"Present","Present",0.109282902111841,0.109282902111841,0.0202269363591515
"20160321_D3.fcs","Otu00002",1,4,"Present","Present",0.0632466322724762,0.0632466322724762,0.0321250479478328
"20160422_C1.fcs","Otu00002",1,4,"Present","Present",0.129427141718978,0.129427141718978,0.0700842971966281
"20160522_C2.fcs","Otu00002",1,4,"Present","Present",0.512407602924246,0.512407602924246,0.401029748283753
"20160502_C1.fcs","Otu00002",1,4,"Present","Present",0.103524303025843,0.103524303025843,0.497671653621322
"20160411_D3.fcs1","Otu00002",1,5,"Absent","Absent",0.0359236467069442,0,0.00142599106378933
"20160502_D2.fcs","Otu00002",1,5,"Absent","Absent",0.0135738462402068,0,0.00212580925693304
"20160223_D3.fcs","Otu00002",1,5,"Absent","Absent",0.0283292087409995,0,0.00766509433962264
"20160411_D2.fcs","Otu00002",1,5,"Absent","Present",0.0107591554036256,0,0.0119023397761953
"20160307_C2.fcs","Otu00002",1,5,"Present","Present",0.00127609082725436,0.00127609082725436,0.0211762441043411
"20160321_C1.fcs","Otu00002",1,5,"Present","Present",0.187512384187706,0.187512384187706,0.0327443825619359
"20160513_C1.fcs","Otu00002",1,5,"Present","Present",0.12200904781644,0.12200904781644,0.122636636016117
"20160522_D2.fcs","Otu00002",1,5,"Absent","Present",0.00582107221354237,0,0.426639621365788
"20160223_D1.fcs1","Otu00002",2,1,"Absent","Absent",0.0742728025429131,0,0.000698812019566737
"20160502_D1.fcs1","Otu00002",2,1,"Absent","Absent",0.0310371982665084,0,0.00152817574021012
"20160522_D3.fcs1","Otu00002",2,1,"Present","Absent",0.0928350628701568,0.0928350628701568,0.0046259842519685
"20160321_C2.fcs1","Otu00002",2,1,"Present","Absent",0.0973777752111553,0.0973777752111553,0.00881310470351566
"20160223_C2.fcs1","Otu00002",2,1,"Absent","Present",0.0318466277359985,0,0.0130890052356021
"20160229_D3.fcs1","Otu00002",2,1,"Present","Present",0.0558624241008935,0.0558624241008935,0.0246448245868368
"20160522_C1.fcs1","Otu00002",2,1,"Present","Present",0.139782725280174,0.139782725280174,0.0328986366330765
"20160307_C1.fcs1","Otu00002",2,1,"Present","Present",0.0780334697884216,0.0780334697884216,0.181906425936711
"20160513_C2.fcs1","Otu00002",2,1,"Present","Present",0.374133878232939,0.374133878232939,0.436372453928225
"20160321_D2.fcs1","Otu00002",2,2,"Absent","Absent",0.04300031746103,0,0.000971911750413063
"20160401_D2.fcs1","Otu00002",2,2,"Absent","Absent",0.152729521539971,0,0.00164744645799012
"20160324_C1.fcs1","Otu00002",2,2,"Present","Absent",0.0741379678168977,0.0741379678168977,0.00517426535194767
"20160502_D3.fcs1","Otu00002",2,2,"Absent","Present",0.661545870706365,0,0.0102216278181123
"20160505_D2.fcs1","Otu00002",2,2,"Absent","Present",0.0095507141883969,0,0.0170326287707778
"20160411_C2.fcs1","Otu00002",2,2,"Absent","Present",0.0902753713196033,0,0.0258435032304379
"20160401_C1.fcs1","Otu00002",2,2,"Present","Present",0.904878626829643,0.904878626829643,0.0351633611190955
"20160229_D2.fcs1","Otu00002",2,2,"Present","Present",0.71300539053468,0.71300539053468,0.360978462138193
"20160411_C1.fcs1","Otu00002",2,2,"Present","Present",0.0987311483150219,0.0987311483150219,0.453155245838173
"20160324_D2.fcs1","Otu00002",2,3,"Present","Absent",0.0957823668744364,0.0957823668744364,0.00106177606177606
"20160513_D2.fcs1","Otu00002",2,3,"Present","Absent",0.0415402122134974,0.0415402122134974,0.00209723546234509
"20160422_D2.fcs1","Otu00002",2,3,"Absent","Absent",0.0240529909979258,0,0.00622628660375523
"20160223_D2.fcs1","Otu00002",2,3,"Absent","Present",0.037749970992793,0,0.0107632093933464
"20160321_D1.fcs1","Otu00002",2,3,"Absent","Present",0.00110784392506279,0,0.0200249113729999
"20160321_D3.fcs1","Otu00002",2,3,"Present","Present",0.0168437248007775,0.0168437248007775,0.0321250479478328
"20160229_C1.fcs1","Otu00002",2,3,"Present","Present",0.134152447464859,0.134152447464859,0.0356865787432118
"20160229_C2.fcs1","Otu00002",2,3,"Present","Present",0.230377485558246,0.230377485558246,0.367655613728912
"20160502_C2.fcs1","Otu00002",2,3,"Present","Present",0.280503120343869,0.280503120343869,0.480361656620649
"20160223_C1.fcs1","Otu00002",2,4,"Present","Absent",0.0134991760523797,0.0134991760523797,0.00108932461873638
"20160502_D2.fcs1","Otu00002",2,4,"Present","Absent",0.0275024010888233,0.0275024010888233,0.00212580925693304
"20160522_D1.fcs1","Otu00002",2,4,"Absent","Absent",0.0151522003303791,0,0.00632668711656442
"20160411_D2.fcs1","Otu00002",2,4,"Absent","Present",0.0774035167405137,0,0.0119023397761953
"20160229_D1.fcs1","Otu00002",2,4,"Present","Present",0.169456009121856,0.169456009121856,0.0202269363591515
"20160321_C1.fcs1","Otu00002",2,4,"Absent","Present",0.0108152307811348,0,0.0327443825619359
"20160422_C1.fcs1","Otu00002",2,4,"Present","Present",0.0893860110993807,0.0893860110993807,0.0700842971966281
"20160522_C2.fcs1","Otu00002",2,4,"Present","Present",0.156163296721653,0.156163296721653,0.401029748283753
"20160502_C1.fcs1","Otu00002",2,4,"Present","Present",0.134733083580457,0.134733083580457,0.497671653621322
"20160411_D3.fcs2","Otu00002",2,5,"Absent","Absent",0.000591411717681745,0,0.00142599106378933
"20160502_D1.fcs2","Otu00002",2,5,"Absent","Absent",0.00775017998018676,0,0.00152817574021012
"20160223_D3.fcs1","Otu00002",2,5,"Absent","Absent",0.0245343490323038,0,0.00766509433962264
"20160321_C2.fcs2","Otu00002",2,5,"Present","Absent",0.0277918618565262,0.0277918618565262,0.00881310470351566
"20160307_C2.fcs1","Otu00002",2,5,"Present","Present",0.0779506021508921,0.0779506021508921,0.0211762441043411
"20160229_D3.fcs2","Otu00002",2,5,"Present","Present",0.259781958988574,0.259781958988574,0.0246448245868368
"20160513_C1.fcs1","Otu00002",2,5,"Present","Present",0.134279467664218,0.134279467664218,0.122636636016117
"20160522_D2.fcs1","Otu00002",2,5,"Present","Present",0.292444819656291,0.292444819656291,0.426639621365788
"20160223_D1.fcs2","Otu00002",3,1,"Absent","Absent",0.0362921908553973,0,0.000698812019566737
"20160411_D3.fcs3","Otu00002",3,1,"Present","Absent",0.0830091852395756,0.0830091852395756,0.00142599106378933
"20160324_C1.fcs2","Otu00002",3,1,"Present","Absent",0.0470666571399772,0.0470666571399772,0.00517426535194767
"20160411_D1.fcs1","Otu00002",3,1,"Present","Absent",0.0541004717624247,0.0541004717624247,0.0079130517685194
"20160223_C2.fcs2","Otu00002",3,1,"Absent","Present",0.015273515514542,0,0.0130890052356021
"20160229_D3.fcs3","Otu00002",3,1,"Present","Present",0.0340718582698338,0.0340718582698338,0.0246448245868368
"20160522_C1.fcs2","Otu00002",3,1,"Present","Present",0.16751285234963,0.16751285234963,0.0328986366330765
"20160307_C1.fcs2","Otu00002",3,1,"Present","Present",0.0942243475480559,0.0942243475480559,0.181906425936711
"20160411_C1.fcs2","Otu00002",3,1,"Present","Present",0.0772641649578833,0.0772641649578833,0.453155245838173
"20160321_D2.fcs2","Otu00002",3,2,"Absent","Absent",0.00101720464595707,0,0.000971911750413063
"20160502_D1.fcs3","Otu00002",3,2,"Present","Absent",0.0175816876757517,0.0175816876757517,0.00152817574021012
"20160422_D2.fcs2","Otu00002",3,2,"Present","Absent",0.00534732994960937,0.00534732994960937,0.00622628660375523
"20160321_C2.fcs3","Otu00002",3,2,"Present","Absent",0.0309973460483983,0.0309973460483983,0.00881310470351566
"20160505_D2.fcs2","Otu00002",3,2,"Absent","Present",0.00803134548179792,0,0.0170326287707778
"20160411_C2.fcs2","Otu00002",3,2,"Present","Present",0.0475480844837939,0.0475480844837939,0.0258435032304379
"20160401_C1.fcs2","Otu00002",3,2,"Present","Present",0.107962126565786,0.107962126565786,0.0351633611190955
"20160229_D2.fcs2","Otu00002",3,2,"Absent","Present",0.25017589358197,0,0.360978462138193
"20160502_C2.fcs2","Otu00002",3,2,"Present","Present",0.336232522145126,0.336232522145126,0.480361656620649
"20160324_D2.fcs2","Otu00002",3,3,"Present","Absent",0.171639977184684,0.171639977184684,0.00106177606177606
"20160401_D2.fcs2","Otu00002",3,3,"Absent","Absent",0.0721456908661428,0,0.00164744645799012
"20160522_D1.fcs2","Otu00002",3,3,"Absent","Absent",0.0536583716979362,0,0.00632668711656442
"20160502_D3.fcs2","Otu00002",3,3,"Absent","Present",0.0319807971838309,0,0.0102216278181123
"20160321_D1.fcs2","Otu00002",3,3,"Absent","Present",0.00660987702606182,0,0.0200249113729999
"20160321_D3.fcs2","Otu00002",3,3,"Present","Present",0.0582270908456065,0.0582270908456065,0.0321250479478328
"20160229_C1.fcs2","Otu00002",3,3,"Present","Present",0.235019933297621,0.235019933297621,0.0356865787432118
"20160229_C2.fcs2","Otu00002",3,3,"Present","Present",0.256756830911851,0.256756830911851,0.367655613728912
"20160502_C1.fcs2","Otu00002",3,3,"Present","Present",0.106459692127168,0.106459692127168,0.497671653621322
"20160223_C1.fcs2","Otu00002",3,4,"Absent","Absent",0.0144095440581856,0,0.00108932461873638
"20160513_D2.fcs2","Otu00002",3,4,"Present","Absent",0.0842475637784197,0.0842475637784197,0.00209723546234509
"20160223_D3.fcs2","Otu00002",3,4,"Present","Absent",0.012384668964266,0.012384668964266,0.00766509433962264
"20160223_D2.fcs2","Otu00002",3,4,"Present","Present",0.0257972683707572,0.0257972683707572,0.0107632093933464
"20160229_D1.fcs2","Otu00002",3,4,"Present","Present",0.0766316008264555,0.0766316008264555,0.0202269363591515
"20160321_C1.fcs2","Otu00002",3,4,"Present","Present",0.00758396552230856,0.00758396552230856,0.0327443825619359
"20160422_C1.fcs2","Otu00002",3,4,"Present","Present",0.253749069337723,0.253749069337723,0.0700842971966281
"20160522_C2.fcs2","Otu00002",3,4,"Present","Present",0.446191135470565,0.446191135470565,0.401029748283753
"20160411_D3.fcs4","Otu00002",3,5,"Absent","Absent",0.00244090132835437,0,0.00142599106378933
"20160502_D2.fcs2","Otu00002",3,5,"Absent","Absent",0.011953045035354,0,0.00212580925693304
"20160324_C1.fcs3","Otu00002",3,5,"Present","Absent",0.0464180324803683,0.0464180324803683,0.00517426535194767
"20160411_D2.fcs2","Otu00002",3,5,"Absent","Present",0.0280961065687031,0,0.0119023397761953
"20160307_C2.fcs2","Otu00002",3,5,"Absent","Present",0.0101195684493741,0,0.0211762441043411
"20160229_D3.fcs4","Otu00002",3,5,"Absent","Present",0.190595246807456,0,0.0246448245868368
"20160513_C1.fcs2","Otu00002",3,5,"Present","Present",0.147222179735382,0.147222179735382,0.122636636016117
"20160522_D2.fcs2","Otu00002",3,5,"Absent","Present",0.136390500660141,0,0.426639621365788
"20160411_C1.fcs3","Otu00002",3,5,"Present","Present",0.427202598724642,0.427202598724642,0.453155245838173
"20160411_D3.fcs5","Otu00003",1,1,"Present","Absent",0.0257374277010802,0.0257374277010802,0.00104572678011218
"20160223_C1.fcs3","Otu00003",1,1,"Present","Absent",0.0210518582089708,0.0210518582089708,0.0047534165181224
"20160229_C1.fcs3","Otu00003",1,1,"Present","Absent",0.0478916326745389,0.0478916326745389,0.00940651667959659
"20160229_C2.fcs3","Otu00003",1,1,"Absent","Present",0.00543480935580795,0,0.0203606748109366
"20160411_C1.fcs4","Otu00003",1,1,"Present","Present",0.364229745162193,0.364229745162193,0.0228416569879985
"20160522_C1.fcs3","Otu00003",1,1,"Present","Present",0.122121942243014,0.122121942243014,0.034380557202134
"20160505_D2.fcs3","Otu00003",1,1,"Present","Present",0.219274231098258,0.219274231098258,0.111019905602298
"20160513_C2.fcs2","Otu00003",1,1,"Present","Present",0.0136416441170595,0.0136416441170595,0.231231813773036
"20160502_D3.fcs3","Otu00003",1,1,"Present","Present",0.567191856332622,0.567191856332622,0.368551776843714
"20160522_D2.fcs3","Otu00003",1,2,"Present","Absent",0.156414553398616,0.156414553398616,0.00164203612479475
"20160223_D1.fcs3","Otu00003",1,2,"Present","Absent",0.0376850554280442,0.0376850554280442,0.00549066586802436
"20160229_D3.fcs5","Otu00003",1,2,"Present","Absent",0.0383405270527075,0.0383405270527075,0.00966463709287716
"20160223_D3.fcs3","Otu00003",1,2,"Present","Present",0.137643712229372,0.137643712229372,0.0207350628930818
"20160324_C1.fcs4","Otu00003",1,2,"Present","Present",0.0529019626324801,0.0529019626324801,0.024504539685639
"20160401_C1.fcs3","Otu00003",1,2,"Present","Present",0.0878730705491503,0.0878730705491503,0.0380377503113922
"20160513_C1.fcs3","Otu00003",1,2,"Present","Present",0.0358618206086787,0.0358618206086787,0.115094534559355
"20160321_D1.fcs3","Otu00003",1,2,"Present","Present",0.686540069849321,0.686540069849321,0.240298936475999
"20160502_D1.fcs4","Otu00003",1,2,"Present","Present",0.94200033253724,0.94200033253724,0.396848137535817
"20160411_D2.fcs3","Otu00003",1,3,"Absent","Absent",0.0823909528622703,0,0.00223804679552391
"20160513_D2.fcs3","Otu00003",1,3,"Absent","Absent",0.0579387083820601,0,0.00581506196377502
"20160401_D2.fcs3","Otu00003",1,3,"Present","Present",0.0893089740400015,0.0893089740400015,0.0135672061246245
"20160411_C2.fcs3","Otu00003",1,3,"Absent","Present",0.0253720029538245,0,0.0208183776022972
"20160324_C2.fcs1","Otu00003",1,3,"Present","Present",0.0832250064276179,0.0832250064276179,0.0264754019447386
"20160522_C2.fcs3","Otu00003",1,3,"Present","Present",0.0345572001657175,0.0345572001657175,0.0500572082379863
"20160502_C1.fcs3","Otu00003",1,3,"Present","Present",0.0344278785877323,0.0344278785877323,0.125730704448628
"20160502_C2.fcs3","Otu00003",1,3,"Present","Present",0.0203497502358024,0.0203497502358024,0.244409877503403
"20160422_C1.fcs3","Otu00003",1,3,"Present","Present",0.0167902613126039,0.0167902613126039,0.416486963340521
"20160307_C2.fcs3","Otu00003",1,4,"Present","Absent",0.107174233871472,0.107174233871472,0.00442776013090769
"20160229_D2.fcs3","Otu00003",1,4,"Absent","Absent",0.000869267240023074,0,0.00691940356690381
"20160223_D2.fcs3","Otu00003",1,4,"Absent","Present",0.0023654075392955,0,0.013600782778865
"20160321_C1.fcs3","Otu00003",1,4,"Present","Present",0.00505041575631539,0.00505041575631539,0.0213174572690609
"20160411_D1.fcs2","Otu00003",1,4,"Present","Present",0.00831553106788753,0.00831553106788753,0.0279340261226046
"20160307_C1.fcs3","Otu00003",1,4,"Present","Present",0.0628654054113596,0.0628654054113596,0.0643564356435644
"20160321_D2.fcs3","Otu00003",1,4,"Present","Present",0.0773105034932382,0.0773105034932382,0.190397511905919
"20160324_D2.fcs3","Otu00003",1,4,"Present","Present",0.0224906470362291,0.0224906470362291,0.306660231660232
"20160502_D2.fcs3","Otu00003",1,4,"Present","Present",0.344153832466182,0.344153832466182,0.431249396076916
"20160223_C1.fcs4","Otu00003",1,5,"Present","Absent",0.000567284943490314,0.000567284943490314,0.0047534165181224
"20160321_D3.fcs3","Otu00003",1,5,"Present","Absent",0.051403414786661,0.051403414786661,0.00911008822401227
"20160223_C2.fcs3","Otu00003",1,5,"Present","Present",0.00482695494281328,0.00482695494281328,0.017839829358154
"20160229_D1.fcs3","Otu00003",1,5,"Absent","Present",0.0722176045167203,0,0.0226936359151455
"20160321_C2.fcs4","Otu00003",1,5,"Present","Present",0.0173203131708089,0.0173203131708089,0.032761758789156
"20160522_D3.fcs2","Otu00003",1,5,"Present","Present",0.159283875162761,0.159283875162761,0.108169291338583
"20160522_D1.fcs3","Otu00003",1,5,"Present","Present",0.0535994535858859,0.0535994535858859,0.202933282208589
"20160422_D2.fcs3","Otu00003",1,5,"Present","Present",0.409542078098233,0.409542078098233,0.327463761066252
"20160411_D3.fcs6","Otu00003",2,1,"Present","Absent",0.000491600979790677,0.000491600979790677,0.00104572678011218
"20160223_D1.fcs4","Otu00003",2,1,"Present","Absent",0.0600884605986701,0.0600884605986701,0.00549066586802436
"20160229_C1.fcs4","Otu00003",2,1,"Present","Absent",0.0829258691250442,0.0829258691250442,0.00940651667959659
"20160223_D3.fcs4","Otu00003",2,1,"Present","Present",0.0947756624676168,0.0947756624676168,0.0207350628930818
"20160411_C1.fcs5","Otu00003",2,1,"Present","Present",0.466438453564162,0.466438453564162,0.0228416569879985
"20160401_C1.fcs4","Otu00003",2,1,"Present","Present",0.172719071239028,0.172719071239028,0.0380377503113922
"20160505_D2.fcs4","Otu00003",2,1,"Present","Present",0.111082955596443,0.111082955596443,0.111019905602298
"20160513_C2.fcs3","Otu00003",2,1,"Present","Present",0.0842710510864865,0.0842710510864865,0.231231813773036
"20160502_D3.fcs4","Otu00003",2,1,"Present","Present",0.268919684069973,0.268919684069973,0.368551776843714
"20160522_D2.fcs4","Otu00003",2,2,"Present","Absent",0.00147479252573571,0.00147479252573571,0.00164203612479475
"20160513_D2.fcs4","Otu00003",2,2,"Absent","Absent",0.0326598973049187,0,0.00581506196377502
"20160229_D3.fcs6","Otu00003",2,2,"Present","Absent",0.016159065382019,0.016159065382019,0.00966463709287716
"20160411_C2.fcs4","Otu00003",2,2,"Present","Present",0.0268973440373856,0.0268973440373856,0.0208183776022972
"20160324_C1.fcs5","Otu00003",2,2,"Present","Present",0.0454473753518348,0.0454473753518348,0.024504539685639
"20160522_C2.fcs4","Otu00003",2,2,"Present","Present",0.205185177364109,0.205185177364109,0.0500572082379863
"20160513_C1.fcs4","Otu00003",2,2,"Present","Present",0.0331191028884768,0.0331191028884768,0.115094534559355
"20160321_D1.fcs4","Otu00003",2,2,"Present","Present",0.0549558124448474,0.0549558124448474,0.240298936475999
"20160502_D1.fcs5","Otu00003",2,2,"Present","Present",0.12215896540511,0.12215896540511,0.396848137535817
"20160411_D2.fcs4","Otu00003",2,3,"Absent","Absent",0.085816616222337,0,0.00223804679552391
"20160229_D2.fcs4","Otu00003",2,3,"Present","Absent",0.0348886991085018,0.0348886991085018,0.00691940356690381
"20160401_D2.fcs4","Otu00003",2,3,"Present","Present",0.0744136170465042,0.0744136170465042,0.0135672061246245
"20160321_C1.fcs4","Otu00003",2,3,"Present","Present",0.0709484493183173,0.0709484493183173,0.0213174572690609
"20160324_C2.fcs2","Otu00003",2,3,"Absent","Present",0.0775229451235825,0,0.0264754019447386
"20160307_C1.fcs4","Otu00003",2,3,"Present","Present",0.0576210950402998,0.0576210950402998,0.0643564356435644
"20160502_C1.fcs4","Otu00003",2,3,"Present","Present",0.0381441994068793,0.0381441994068793,0.125730704448628
"20160502_C2.fcs4","Otu00003",2,3,"Present","Present",0.0235215895627527,0.0235215895627527,0.244409877503403
"20160422_C1.fcs4","Otu00003",2,3,"Present","Present",0.0172779425932285,0.0172779425932285,0.416486963340521
"20160307_C2.fcs4","Otu00003",2,4,"Present","Absent",0.0844290384282332,0.0844290384282332,0.00442776013090769
"20160321_D3.fcs4","Otu00003",2,4,"Present","Absent",0.352511739610724,0.352511739610724,0.00911008822401227
"20160223_D2.fcs4","Otu00003",2,4,"Absent","Present",0.00590404202751578,0,0.013600782778865
"20160229_D1.fcs4","Otu00003",2,4,"Present","Present",0.0593371894108595,0.0593371894108595,0.0226936359151455
"20160411_D1.fcs3","Otu00003",2,4,"Present","Present",0.080470677307486,0.080470677307486,0.0279340261226046
"20160522_D3.fcs3","Otu00003",2,4,"Present","Present",0.338080105287597,0.338080105287597,0.108169291338583
"20160321_D2.fcs4","Otu00003",2,4,"Present","Present",0.129216655972791,0.129216655972791,0.190397511905919
"20160324_D2.fcs4","Otu00003",2,4,"Present","Present",0.225730716966733,0.225730716966733,0.306660231660232
"20160502_D2.fcs4","Otu00003",2,4,"Present","Present",0.25823910841278,0.25823910841278,0.431249396076916
"20160223_C1.fcs5","Otu00003",2,5,"Present","Absent",0.0248917551020941,0.0248917551020941,0.0047534165181224
"20160223_D1.fcs5","Otu00003",2,5,"Present","Absent",0.32639660570057,0.32639660570057,0.00549066586802436
"20160223_C2.fcs4","Otu00003",2,5,"Present","Present",0.0785826572783719,0.0785826572783719,0.017839829358154
"20160223_D3.fcs5","Otu00003",2,5,"Present","Present",0.81917481959924,0.81917481959924,0.0207350628930818
"20160321_C2.fcs5","Otu00003",2,5,"Present","Present",0.0557136186801656,0.0557136186801656,0.032761758789156
"20160401_C1.fcs5","Otu00003",2,5,"Present","Present",0.390042253742829,0.390042253742829,0.0380377503113922
"20160522_D1.fcs4","Otu00003",2,5,"Present","Present",0.162239802540403,0.162239802540403,0.202933282208589
"20160422_D2.fcs4","Otu00003",2,5,"Present","Present",0.330749787707682,0.330749787707682,0.327463761066252
"20160411_D3.fcs7","Otu00003",3,1,"Present","Absent",0.000801606016057146,0.000801606016057146,0.00104572678011218
"20160223_C1.fcs6","Otu00003",3,1,"Present","Absent",0.0541908030108601,0.0541908030108601,0.0047534165181224
"20160229_D3.fcs7","Otu00003",3,1,"Present","Absent",0.00375668803813958,0.00375668803813958,0.00966463709287716
"20160229_C2.fcs4","Otu00003",3,1,"Absent","Present",0.0106981920078338,0,0.0203606748109366
"20160411_C1.fcs6","Otu00003",3,1,"Present","Present",0.0246905592819011,0.0246905592819011,0.0228416569879985
"20160401_C1.fcs6","Otu00003",3,1,"Present","Present",0.0169943100044691,0.0169943100044691,0.0380377503113922
"20160505_D2.fcs5","Otu00003",3,1,"Present","Present",0.0619179383176761,0.0619179383176761,0.111019905602298
"20160513_C2.fcs4","Otu00003",3,1,"Present","Present",0.0173727668192428,0.0173727668192428,0.231231813773036
"20160502_D1.fcs6","Otu00003",3,1,"Present","Present",0.0980983380498058,0.0980983380498058,0.396848137535817
"20160522_D2.fcs5","Otu00003",3,2,"Present","Absent",0.00471091660797161,0.00471091660797161,0.00164203612479475
"20160223_D1.fcs6","Otu00003",3,2,"Present","Absent",0.0744533860859576,0.0744533860859576,0.00549066586802436
"20160401_D2.fcs5","Otu00003",3,2,"Present","Present",0.0222580606529533,0.0222580606529533,0.0135672061246245
"20160223_D3.fcs6","Otu00003",3,2,"Present","Present",0.027211636986105,0.027211636986105,0.0207350628930818
"20160324_C1.fcs6","Otu00003",3,2,"Present","Present",0.0216137485558174,0.0216137485558174,0.024504539685639
"20160522_C2.fcs5","Otu00003",3,2,"Present","Present",0.147888334743979,0.147888334743979,0.0500572082379863
"20160513_C1.fcs5","Otu00003",3,2,"Present","Present",0.0269456782321724,0.0269456782321724,0.115094534559355
"20160321_D1.fcs5","Otu00003",3,2,"Present","Present",0.24701197642589,0.24701197642589,0.240298936475999
"20160422_C1.fcs5","Otu00003",3,2,"Present","Present",0.0179696548105426,0.0179696548105426,0.416486963340521
"20160411_D2.fcs5","Otu00003",3,3,"Present","Absent",0.0415501348814183,0.0415501348814183,0.00223804679552391
"20160513_D2.fcs5","Otu00003",3,3,"Absent","Absent",0.0184200044298197,0,0.00581506196377502
"20160223_D2.fcs5","Otu00003",3,3,"Absent","Present",0.00626434003512992,0,0.013600782778865
"20160411_C2.fcs5","Otu00003",3,3,"Absent","Present",0.0260496912428573,0,0.0208183776022972
"20160324_C2.fcs3","Otu00003",3,3,"Present","Present",0.0149890195357248,0.0149890195357248,0.0264754019447386
"20160307_C1.fcs5","Otu00003",3,3,"Present","Present",0.0603708540608468,0.0603708540608468,0.0643564356435644
"20160502_C1.fcs5","Otu00003",3,3,"Present","Present",0.116685329083406,0.116685329083406,0.125730704448628
"20160502_C2.fcs5","Otu00003",3,3,"Present","Present",0.0579265857987529,0.0579265857987529,0.244409877503403
"20160502_D2.fcs5","Otu00003",3,3,"Present","Present",0.192475046094049,0.192475046094049,0.431249396076916
"20160307_C2.fcs5","Otu00003",3,4,"Present","Absent",0.000188002564777211,0.000188002564777211,0.00442776013090769
"20160229_D2.fcs5","Otu00003",3,4,"Absent","Absent",0.00469672250334815,0,0.00691940356690381
"20160223_C2.fcs5","Otu00003",3,4,"Absent","Present",0.223737389401614,0,0.017839829358154
"20160321_C1.fcs5","Otu00003",3,4,"Present","Present",0.00303742530416647,0.00303742530416647,0.0213174572690609
"20160411_D1.fcs4","Otu00003",3,4,"Present","Present",0.322125794020882,0.322125794020882,0.0279340261226046
"20160522_D3.fcs4","Otu00003",3,4,"Present","Present",0.00549326950756666,0.00549326950756666,0.108169291338583
"20160321_D2.fcs5","Otu00003",3,4,"Present","Present",0.173317722143945,0.173317722143945,0.190397511905919
"20160324_D2.fcs5","Otu00003",3,4,"Present","Present",0.0578588995488989,0.0578588995488989,0.306660231660232
