"","rep","fold","Cat","ID","Predicted","Real","GMM1_Class","GMM2_Class","GMM3_Class","GMM4_Class","GMM5_Class","GMM6_Class","GMM7_Class","GMM8_Class","GMM9_Class","GMM10_Class","GMM11_Class","GMM14_Class","GMM15_Class","GMM16_Class","GMM17_Class","GMM19_Class","GMM22_Class","GMM23_Class","GMM24_Class","GMM25_Class","GMM26_Class","GMM27_Class","GMM28_Class","GMM29_Class","GMM30_Class","GMM31_Class","GMM32_Class","GMM1_Reg","GMM2_Reg","GMM3_Reg","GMM4_Reg","GMM5_Reg","GMM6_Reg","GMM7_Reg","GMM8_Reg","GMM9_Reg","GMM10_Reg","GMM11_Reg","GMM14_Reg","GMM15_Reg","GMM16_Reg","GMM17_Reg","GMM19_Reg","GMM22_Reg","GMM23_Reg","GMM24_Reg","GMM25_Reg","GMM26_Reg","GMM27_Reg","GMM28_Reg","GMM29_Reg","GMM30_Reg","GMM31_Reg","GMM32_Reg","OTU"
"70_10_20.fcs1",1,1,"FS","70_10_20.fcs",0.704036124062603,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225964636706959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3226726854546,23.4513626778385,0,0,0,0,0,0,0,0,0,0,"Ppolymyxa"
"79_2_19.fcs1",1,1,"FS","79_2_19.fcs",0.850812842254689,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225964636706959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3226726854546,23.4513626778385,0,0,0,0,0,0,0,0,0,0,"Ppolymyxa"
"80_4_16.fcs1",1,1,"FS","80_4_16.fcs",0.840582127057153,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225964636706959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3226726854546,23.4513626778385,0,0,0,0,0,0,0,0,0,0,"Ppolymyxa"
"99,99_0,007_0,003.fcs1",1,1,"FS","99,99_0,007_0,003.fcs",0.994833666446571,0.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225964636706959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76.3226726854546,23.4513626778385,0,0,0,0,0,0,0,0,0,0,"Ppolymyxa"
"0_100_0.fcs",1,2,"NOFS","0_100_0.fcs",0,0,25.0714076194533,1.24720410890346,0,0.827047513634869,7.24089981566616,0.969138255012078,0.0881157428625327,3.73338912830179,1.25011115550959,3.05897642075317,0.158170910232447,1.73148100592001,1.69259743026191,3.39785603195851,6.19731516389544,100,58.2295383965588,1.91383622575009,3.08374735695024,42.6219431845925,0.0845980369211453,13.9806520947083,1.99916849638617,6.40979506763539,6.03005531082368,1.35489182163209,1.06666023084323,7.94933382286147,1.93624873357145,3.06309993839765,1.8144016730174,1.26730008298239,1.10437143504728,1.29840257646074,0.617512913405574,0.897801892532937,2.54966107988858,1.57448425090201,1.85281423278395,2.44942934203679,3.58386390540169,0.0292743836398967,36.8987501297402,5.33715489243476,2.849370368241,1.47628869842709,4.91507222531623,2.34161492205174,2.51506433864146,1.9671302072897,1.37450710934814,4.41992061264009,2.16445174137958,1.75267449156021,"Ppolymyxa"
"33_33_33.fcs",1,2,"NOFS","33_33_33.fcs",0.371557266265278,0.33,25.0714076194533,1.24720410890346,0,0.827047513634869,7.24089981566616,0.969138255012078,0.0881157428625327,3.73338912830179,1.25011115550959,3.05897642075317,0.158170910232447,1.73148100592001,1.69259743026191,3.39785603195851,6.19731516389544,100,58.2295383965588,1.91383622575009,3.08374735695024,42.6219431845925,0.0845980369211453,13.9806520947083,1.99916849638617,6.40979506763539,6.03005531082368,1.35489182163209,1.06666023084323,7.94933382286147,1.93624873357145,3.06309993839765,1.8144016730174,1.26730008298239,1.10437143504728,1.29840257646074,0.617512913405574,0.897801892532937,2.54966107988858,1.57448425090201,1.85281423278395,2.44942934203679,3.58386390540169,0.0292743836398967,36.8987501297402,5.33715489243476,2.849370368241,1.47628869842709,4.91507222531623,2.34161492205174,2.51506433864146,1.9671302072897,1.37450710934814,4.41992061264009,2.16445174137958,1.75267449156021,"Ppolymyxa"
"53,3_4_42,7.fcs",1,2,"NOFS","53,3_4_42,7.fcs",0.617496805920276,0.533,25.0714076194533,1.24720410890346,0,0.827047513634869,7.24089981566616,0.969138255012078,0.0881157428625327,3.73338912830179,1.25011115550959,3.05897642075317,0.158170910232447,1.73148100592001,1.69259743026191,3.39785603195851,6.19731516389544,100,58.2295383965588,1.91383622575009,3.08374735695024,42.6219431845925,0.0845980369211453,13.9806520947083,1.99916849638617,6.40979506763539,6.03005531082368,1.35489182163209,1.06666023084323,7.94933382286147,1.93624873357145,3.06309993839765,1.8144016730174,1.26730008298239,1.10437143504728,1.29840257646074,0.617512913405574,0.897801892532937,2.54966107988858,1.57448425090201,1.85281423278395,2.44942934203679,3.58386390540169,0.0292743836398967,36.8987501297402,5.33715489243476,2.849370368241,1.47628869842709,4.91507222531623,2.34161492205174,2.51506433864146,1.9671302072897,1.37450710934814,4.41992061264009,2.16445174137958,1.75267449156021,"Ppolymyxa"
"73_8_19.fcs",1,2,"NOFS","73_8_19.fcs",0.706707750557854,0.73,25.0714076194533,1.24720410890346,0,0.827047513634869,7.24089981566616,0.969138255012078,0.0881157428625327,3.73338912830179,1.25011115550959,3.05897642075317,0.158170910232447,1.73148100592001,1.69259743026191,3.39785603195851,6.19731516389544,100,58.2295383965588,1.91383622575009,3.08374735695024,42.6219431845925,0.0845980369211453,13.9806520947083,1.99916849638617,6.40979506763539,6.03005531082368,1.35489182163209,1.06666023084323,7.94933382286147,1.93624873357145,3.06309993839765,1.8144016730174,1.26730008298239,1.10437143504728,1.29840257646074,0.617512913405574,0.897801892532937,2.54966107988858,1.57448425090201,1.85281423278395,2.44942934203679,3.58386390540169,0.0292743836398967,36.8987501297402,5.33715489243476,2.849370368241,1.47628869842709,4.91507222531623,2.34161492205174,2.51506433864146,1.9671302072897,1.37450710934814,4.41992061264009,2.16445174137958,1.75267449156021,"Ppolymyxa"
"80_1_19.fcs",1,2,"NOFS","80_1_19.fcs",0.77226620281538,0.8,25.0714076194533,1.24720410890346,0,0.827047513634869,7.24089981566616,0.969138255012078,0.0881157428625327,3.73338912830179,1.25011115550959,3.05897642075317,0.158170910232447,1.73148100592001,1.69259743026191,3.39785603195851,6.19731516389544,100,58.2295383965588,1.91383622575009,3.08374735695024,42.6219431845925,0.0845980369211453,13.9806520947083,1.99916849638617,6.40979506763539,6.03005531082368,1.35489182163209,1.06666023084323,7.94933382286147,1.93624873357145,3.06309993839765,1.8144016730174,1.26730008298239,1.10437143504728,1.29840257646074,0.617512913405574,0.897801892532937,2.54966107988858,1.57448425090201,1.85281423278395,2.44942934203679,3.58386390540169,0.0292743836398967,36.8987501297402,5.33715489243476,2.849370368241,1.47628869842709,4.91507222531623,2.34161492205174,2.51506433864146,1.9671302072897,1.37450710934814,4.41992061264009,2.16445174137958,1.75267449156021,"Ppolymyxa"
"80_6_14.fcs",1,2,"NOFS","80_6_14.fcs",0.767390219082663,0.8,25.0714076194533,1.24720410890346,0,0.827047513634869,7.24089981566616,0.969138255012078,0.0881157428625327,3.73338912830179,1.25011115550959,3.05897642075317,0.158170910232447,1.73148100592001,1.69259743026191,3.39785603195851,6.19731516389544,100,58.2295383965588,1.91383622575009,3.08374735695024,42.6219431845925,0.0845980369211453,13.9806520947083,1.99916849638617,6.40979506763539,6.03005531082368,1.35489182163209,1.06666023084323,7.94933382286147,1.93624873357145,3.06309993839765,1.8144016730174,1.26730008298239,1.10437143504728,1.29840257646074,0.617512913405574,0.897801892532937,2.54966107988858,1.57448425090201,1.85281423278395,2.44942934203679,3.58386390540169,0.0292743836398967,36.8987501297402,5.33715489243476,2.849370368241,1.47628869842709,4.91507222531623,2.34161492205174,2.51506433864146,1.9671302072897,1.37450710934814,4.41992061264009,2.16445174137958,1.75267449156021,"Ppolymyxa"
"100_0_0.fcs",1,2,"NOFS","100_0_0.fcs",0.999130978848593,1,25.0714076194533,1.24720410890346,0,0.827047513634869,7.24089981566616,0.969138255012078,0.0881157428625327,3.73338912830179,1.25011115550959,3.05897642075317,0.158170910232447,1.73148100592001,1.69259743026191,3.39785603195851,6.19731516389544,100,58.2295383965588,1.91383622575009,3.08374735695024,42.6219431845925,0.0845980369211453,13.9806520947083,1.99916849638617,6.40979506763539,6.03005531082368,1.35489182163209,1.06666023084323,7.94933382286147,1.93624873357145,3.06309993839765,1.8144016730174,1.26730008298239,1.10437143504728,1.29840257646074,0.617512913405574,0.897801892532937,2.54966107988858,1.57448425090201,1.85281423278395,2.44942934203679,3.58386390540169,0.0292743836398967,36.8987501297402,5.33715489243476,2.849370368241,1.47628869842709,4.91507222531623,2.34161492205174,2.51506433864146,1.9671302072897,1.37450710934814,4.41992061264009,2.16445174137958,1.75267449156021,"Ppolymyxa"
"0_100_0.fcs1",1,2,"FS","0_100_0.fcs",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16.2368108364306,0,0,0.448326997503137,0,0.450280840142019,0,0,0,0,0,18.954459951681,0,0,0,0,0,0,0.913437564018195,0,0,0,0,0,7.15575945978249,0,37.083686339697,20.5887000738511,0,0,9.15152980407799,0,0,0,0,6.1524268068923,0,0,"Ppolymyxa"
"33_33_33.fcs1",1,2,"FS","33_33_33.fcs",0.234835112426275,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16.2368108364306,0,0,0.448326997503137,0,0.450280840142019,0,0,0,0,0,18.954459951681,0,0,0,0,0,0,0.913437564018195,0,0,0,0,0,7.15575945978249,0,37.083686339697,20.5887000738511,0,0,9.15152980407799,0,0,0,0,6.1524268068923,0,0,"Ppolymyxa"
"53,3_4_42,7.fcs1",1,2,"FS","53,3_4_42,7.fcs",0.587245832927835,0.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16.2368108364306,0,0,0.448326997503137,0,0.450280840142019,0,0,0,0,0,18.954459951681,0,0,0,0,0,0,0.913437564018195,0,0,0,0,0,7.15575945978249,0,37.083686339697,20.5887000738511,0,0,9.15152980407799,0,0,0,0,6.1524268068923,0,0,"Ppolymyxa"
"73_8_19.fcs1",1,2,"FS","73_8_19.fcs",0.659668859468386,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16.2368108364306,0,0,0.448326997503137,0,0.450280840142019,0,0,0,0,0,18.954459951681,0,0,0,0,0,0,0.913437564018195,0,0,0,0,0,7.15575945978249,0,37.083686339697,20.5887000738511,0,0,9.15152980407799,0,0,0,0,6.1524268068923,0,0,"Ppolymyxa"
"80_1_19.fcs1",1,2,"FS","80_1_19.fcs",0.718619272008387,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16.2368108364306,0,0,0.448326997503137,0,0.450280840142019,0,0,0,0,0,18.954459951681,0,0,0,0,0,0,0.913437564018195,0,0,0,0,0,7.15575945978249,0,37.083686339697,20.5887000738511,0,0,9.15152980407799,0,0,0,0,6.1524268068923,0,0,"Ppolymyxa"
"80_6_14.fcs1",1,2,"FS","80_6_14.fcs",0.711312659264454,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16.2368108364306,0,0,0.448326997503137,0,0.450280840142019,0,0,0,0,0,18.954459951681,0,0,0,0,0,0,0.913437564018195,0,0,0,0,0,7.15575945978249,0,37.083686339697,20.5887000738511,0,0,9.15152980407799,0,0,0,0,6.1524268068923,0,0,"Ppolymyxa"
"100_0_0.fcs1",1,2,"FS","100_0_0.fcs",0.998416768154129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,16.2368108364306,0,0,0.448326997503137,0,0.450280840142019,0,0,0,0,0,18.954459951681,0,0,0,0,0,0,0.913437564018195,0,0,0,0,0,7.15575945978249,0,37.083686339697,20.5887000738511,0,0,9.15152980407799,0,0,0,0,6.1524268068923,0,0,"Ppolymyxa"
