"","OTUOfInterest","rep","fold","RMSE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","MAE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","R2(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","sum(CombinedNS$PredictedClass == CombinedNS$TrueClass)/length(CombinedNS$TrueClass)","GMM1_Class","GMM2_Class","GMM3_Class","GMM4_Class","GMM5_Class","GMM6_Class","GMM7_Class","GMM8_Class","GMM9_Class","GMM10_Class","GMM11_Class","GMM12_Class","GMM13_Class","GMM14_Class","GMM15_Class","GMM16_Class","GMM17_Class","GMM18_Class","GMM19_Class","GMM20_Class","GMM21_Class","GMM22_Class","GMM23_Class","GMM24_Class","GMM25_Class","GMM26_Class","GMM27_Class","GMM28_Class","GMM29_Class","GMM30_Class","GMM31_Class","GMM32_Class","GMM33_Class","GMM34_Class","GMM35_Class","GMM36_Class","GMM37_Class","GMM38_Class","GMM39_Class","GMM40_Class","GMM41_Class","GMM42_Class","GMM43_Class","GMM44_Class","GMM45_Class","GMM46_Class","GMM47_Class","GMM48_Class","GMM49_Class","GMM50_Class","GMM51_Class","GMM52_Class","GMM53_Class","GMM54_Class","GMM55_Class","GMM56_Class","GMM57_Class","GMM58_Class","GMM59_Class","GMM60_Class","GMM61_Class","GMM62_Class","GMM63_Class","GMM64_Class","GMM65_Class","GMM66_Class","GMM67_Class","GMM68_Class","GMM69_Class","GMM70_Class","GMM71_Class","GMM72_Class","GMM73_Class","GMM74_Class","GMM75_Class","GMM76_Class","GMM77_Class","GMM78_Class","GMM79_Class","GMM80_Class","GMM81_Class","GMM82_Class","GMM83_Class","GMM84_Class","GMM85_Class","Other_Class","GMM1_Reg","GMM2_Reg","GMM3_Reg","GMM4_Reg","GMM5_Reg","GMM6_Reg","GMM7_Reg","GMM8_Reg","GMM9_Reg","GMM10_Reg","GMM11_Reg","GMM12_Reg","GMM13_Reg","GMM14_Reg","GMM15_Reg","GMM16_Reg","GMM17_Reg","GMM18_Reg","GMM19_Reg","GMM20_Reg","GMM21_Reg","GMM22_Reg","GMM23_Reg","GMM24_Reg","GMM25_Reg","GMM26_Reg","GMM27_Reg","GMM28_Reg","GMM29_Reg","GMM30_Reg","GMM31_Reg","GMM32_Reg","GMM33_Reg","GMM34_Reg","GMM35_Reg","GMM36_Reg","GMM37_Reg","GMM38_Reg","GMM39_Reg","GMM40_Reg","GMM41_Reg","GMM42_Reg","GMM43_Reg","GMM44_Reg","GMM45_Reg","GMM46_Reg","GMM47_Reg","GMM48_Reg","GMM49_Reg","GMM50_Reg","GMM51_Reg","GMM52_Reg","GMM53_Reg","GMM54_Reg","GMM55_Reg","GMM56_Reg","GMM57_Reg","GMM58_Reg","GMM59_Reg","GMM60_Reg","GMM61_Reg","GMM62_Reg","GMM63_Reg","GMM64_Reg","GMM65_Reg","GMM66_Reg","GMM67_Reg","GMM68_Reg","GMM69_Reg","GMM70_Reg","GMM71_Reg","GMM72_Reg","GMM73_Reg","GMM74_Reg","GMM75_Reg","GMM76_Reg","GMM77_Reg","GMM78_Reg","GMM79_Reg","GMM80_Reg","GMM81_Reg","GMM82_Reg","GMM83_Reg","GMM84_Reg","GMM85_Reg","Other_Reg"
"Overall21","Otu00005",1,2,1.12159109937561,0.57887201018296,0.688076256068834,0.823529411764706,0,8.03227178741023,0,0,0,0,0,0,0,0,0,0.617755540707544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51486371775966,0,0,57.6031433944502,0,0,0,0,0,24.8506261130276,13.9972581859651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,32.9131339677164,0,0,0,0,0,0,0,0,0,0,20.5631248849008,27.284943066246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall22","Otu00005",1,3,0.775616708632809,0.428623676260991,0.640484154269498,0.941176470588235,2.46321379400504,4.07417357686568,0,0,0,0,0,9.94019581372797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80696954121399,0,0,59.3099983981872,0,0,0,0,48.1842640958651,40.3941009375997,12.4043784200729,0,0,0,0,0,0,0,0,0,0,0,48.5703870593692,0,0,100,0,0,0,31.9401349391904,4.48673106124863,0,1.7317365446766,0,0,0,0,0,0,0,0,0,0,13.3319421493951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.063518099591,0,0,0,0,0,0,0,0,0,0,0,0,81.936481900409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall23","Otu00005",1,4,1.11622430478592,0.397446133975642,0.205795363159528,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.0626005235517,0,0,0,0,0,51.7379933582786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,4.1162365060389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall24","Otu00005",1,5,5.14187484439093,1.38247995925642,0.114851866131338,0.9375,0,19.414099050346,0,0,0,0,0,20.0180027642472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.6646237854524,0,0,0,0,0,47.8194016676372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,41.4718211233602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.0393413931423,0,0,0,0,0,0,0,0,0,0,0,0,49.9606586068577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall25","Otu00006",1,1,6.37380813371809,3.98719938636753,0.295623391013567,0.846153846153846,0,5.32848662542916,0.644785920697806,16.8046498067888,0,5.26478331327733,49.3594680427424,0,5.80241309241131,5.09808508390049,7.89399538834332,2.66936407438985,0,0,8.89077038576437,0,9.65973836204275,12.8497198485639,0,24.2358872778435,4.77491161005954,6.61344022387093,0.648792129580248,0,14.7182722884704,21.5007951179622,0,3.1539654954398,0,0,37.1230163808388,0,37.5352063576147,0,0,2.96282521011208,5.16842445015127,0,2.09024067725018,7.57249880414022,0,3.24800482100163,18.5927129058885,28.8846500898782,0,0,1.73444339218739,0,0,3.77849920942382,4.05071435658615,3.31315973138616,14.5786733298642,11.7620408526455,0,43.374577389682,0,3.85835629725032,100,0,3.56497672615888,0,9.93890612156718,3.67263158302607,16.8198348312884,14.9699056150197,19.0848516290601,0,0,9.45370344036976,18.0229478006727,0,23.8599066906037,0,0,0,0,0,28.9704934783144,0,42.7136023813274,0,2.09135132165032,0.114412866831713,0,0,0,0,0,1.67148036981579,0,0,3.15174213698984,15.6680105599038,4.94517916379152,0,1.6048897516953,0,0,0,0,0,0.0912085927415882,0,0,0,0,2.4005053942403,0,0,0,6.79501152599484,0,0,0,0,3.09150796377372,0,10.9835430341537,6.05267194530643,0,0,0,0,0,6.61516964253524,0,0,0,1.77883038630303,0,0,4.0123924293211,0,0,0,0,0,4.42318427775148,0,0,0,0,0,4.07961579924325,0,0,0,0,0,0,0,9.81875900908078,0,0,0,0.0921292014833476,0,0,0,2.06288574164772,0,0,0,5.32205991488512,0,3.3235689121303,2.01565424721183,0,0,0,0
"Overall26","Otu00006",1,2,11.2833727716351,7.23368690836847,0.502755017759403,0.882352941176471,0,0,0,0,0,0,8.96962460774033,0,0,0,18.2004857155692,0,0,0,0,0,25.4030428939518,33.831344001358,0,11.4940117162629,0,0,0,0,0,0,0,22.0962438509356,0,0,47.1020836563993,0,0,0,0,0,0,0,5.72432609270895,0,0,0,0,16.3623546415932,0,0,12.3970859472684,0,0,0,0,0,12.2163888000464,33.4076496015738,0,26.405263894549,0,0,100,0,0,0,0,0,0,0,0,0,0,0,4.85115602590333,0,0,0,0,0,0,0,0,0,23.4867612134335,0,0,0,0,0,2.83406726939039,0,0,1.03206951263166,0,4.25666955549462,0.546308825740888,3.5692391711743,2.78407338941141,1.92788765217226,1.67416412951019,0,1.41714591763365,0,1.11230277635519,0,1.23155595904615,1.38899177971813,0,0.640175842452487,0,1.74289944745231,0,0,2.00210371753743,0,0,0,0.952313439022358,0,2.77603551650018,2.81933948367458,0,4.01975640527417,3.36610652538125,0,1.61904313096544,1.42120034407923,0,0,0,1.25400385083267,0,0.52858621609701,0,0,0,0,0,0,2.19617318438815,0,0.513596362724915,20.8835222682288,0,2.01527709874134,0,1.67817711568205,1.50788111390258,0,0,0,0,8.68600438296357,0,0.9908333214059,2.06257735779923,0,0,0,0.402435931464679,0,1.51739435558428,0.909951599429596,2.29724816301683,0,0,0,0,0,6.16189799034238,1.26098989677777,0,0,0,0
"Overall27","Otu00006",1,3,9.7382621742564,5.01418906873345,0.477747631632837,0.647058823529412,0,0,0,0,0,0,35.6133178041775,0,0,0,0,0,0,0,12.1166807409044,0,14.738110259134,0,0,33.4940062446522,0,0,0,0,0,0,0,0,0,0,84.5373456983537,0,0,0,0,0,0,0,0,0,0,0,13.0051875556245,20.3243974087434,0,0,0,0,0,0,0,0,23.1430043027978,78.970841832068,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,8.50907609025654,0,0,0,0,0,0,0,0,0,30.957861061251,0,0,0,0,0,0,0,0,7.19422213480546,0,0,1.9547532991289,11.8656110527572,3.90555226607236,0,1.31083172673268,0,0,0,0,0,1.01318154322598,0,0,0,0,1.88386005011407,0,0,0,4.48913745727007,0,0,0,0,3.72005768991086,0,6.06610637808669,1.75431543392265,0,0,0,0,0,0,0,0.848863623662272,0,0.85877032140408,0,0,0,0,0,0,0,0,1.51591972677254,0,0,0,4.51885816808989,18.6833799503444,2.74564310119558,7.09326493513514,0,0,0,0,0,0,0.802857702649942,0,0,0,4.47758924349225,0,5.79656452023138,0,0,0,0,0,0,0,5.52129357848421,1.97936609651138,0,0,0,0
"Overall28","Otu00006",1,4,3.24758794375263,2.41493988656612,0.417772562424748,0.875,0,0,0,0,0,0,52.1159407835706,0,0,0,0,0,0,0,31.601357717355,0,47.1170769236103,0,0,54.1371488456604,15.5701912984144,0,0,0,0,0,0,0,0,0,47.035849469443,0,0,0,0,7.18392798478486,0,0,0,0,0,0,26.7507564960853,27.5976613888352,0,0,32.6275773405125,0,0,0,0,0,22.5782301797937,43.7128398752308,0,0,0,0,100,0,15.3425641326848,0,0,0,0,25.6195869300241,0,0,0,40.4830856648798,16.9982659850591,0,0,0,0,0,0,0,0,0,61.8620060874688,0,0,0,0,0,0,0,0,5.89591222107207,0,0,0.750200615087411,9.79509540291239,3.09162010922496,0,1.13196376882642,0,0,0,0.622959616396871,0,0.285810645458967,0,0,0,0,0.528625283869119,0,0,0,6.35227172433435,0,0,0,0,1.59400772360357,0,3.86043962628886,4.11813779237348,0,0,0,0,0,3.98240378402372,0,0.338604511364756,0,1.36952226438256,0,0,5.59619198325454,0,0,0,0,0,3.64286203639735,3.15975531330487,0,0,1.94002727159403,11.170624297805,1.223668350729,6.37054335610637,0,0,0,0,2.18528690479524,1.04837024515606,1.88642764564399,0,0,0,0.996935821203177,0,0,0,0,0,0,0,7.82009909350887,0,7.92507180293512,1.31656078834687,0,0,0,0
"Overall29","Otu00006",1,5,10.4462506953991,6.12333648147938,0.0109427425875709,0.625,0,0,0,0,0,0,32.5602669850811,0,0,11.0117050518041,0,0,0,0,23.7967927856454,0,30.0825013342425,0,0,62.8950479379638,38.376994912428,21.8453894980963,0,0,0,0,0,12.5352424209725,0,0,28.1669436391308,0,0,0,0,0,0,0,0,22.3964530789732,0,0,28.3422202347127,57.1768419627371,0,0,24.2273332179452,0,0,17.4020443641909,0,2.31295379618953,29.0582563895329,40.9916943253245,0,61.753987591741,0,0,100,0,0,0,0,0,0,0,0,0,0,0,30.9386919806993,0,0,0,0,0,0,0,0,0,84.5100415504233,0,0,17.682659840763,0,0,0,0,0,0,0,0,4.14577596310056,8.77715923680503,0.542627457155915,0,0,0,0,0,1.39162067843405,0,0.967945995875527,0,0,0,0,0,0,0,0,5.85397995231243,0,0,0,0,0,0,6.12691771390108,9.88099726991529,0,0,0,0,0,4.68281226972541,0,0,0,7.26623645266207,0,1.61430644695986,4.57511476713566,0,0,0,0,0,8.08637322967997,0,0,0,0,3.66252603456909,4.98357213429684,10.9119809254303,0,0,0,0,0,0,0.0921804016054183,0,0,0,1.85814547069114,0,0,0,0,0,0,0,0,0,14.5797275997443,0,0,0,0,0
"Overall30","Otu00007",1,1,7.72177965733906,2.84951613690551,0.0491231184738491,0.769230769230769,0,0,57.014346598106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45877673500683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3688441776496,0,0,0,0,0,0,0,63.280065645309,0,0,0,0,0,0,0,0,0,0,0,0,6.15977343411153,0,0,0,0,0,1.47532463372095,0,1.45482991331046,0,2.53504714221526,2.48936712477795,1.60897616527917,1.49453444641057,1.58661737048069,0.0325294541896777,0.383537966249127,0.8573403646571,1.94298503925625,0,1.11644182996649,1.53377878525939,1.28891689771519,1.65470925491131,0.889076312794244,0.936570290096518,1.85188150547575,0,2.0036879888239,2.17075039599123,1.84887337128103,1.10195687305094,0.515317055847882,5.07805637850118,1.54186488651971,1.68496746916997,0.499146638670419,2.02493689935286,2.28482338516609,0.124134114565221,0.666418244419685,1.74326183769163,2.60057300087334,0.393658448745946,1.67187175600353,5.15236048058293,0,2.06235707873213,0.948282992318278,1.16592274738796,0,3.5198323428314,1.92098217442942,0,0.601986956826096,0,0.799001881544667,0,0.221310900549655,0,4.88395158626633,1.15970024683186,0.820781870713444,0,2.92324310063435,1.87423740018479,1.42661021180957,1.68261810326006,2.58983647075365,0.086850628026207,1.06341230323471,0.078814723664669,0.569742266298123,2.83586101720472,0,0,1.30695323542434,0.626722351740044,0,0,0.206330815707024,1.08353916158173,1.99638029689345,0,1.83087678676158,0,0,0,0.515796140546855,0,0.958940485819289,0
"Overall31","Otu00007",1,2,25.0082769174021,12.5032863447603,0.0158297708180983,0.764705882352941,0,0,0,0,47.0656285166162,0,0,0,0,0,0,0,0,0,6.04223284467819,0,0,0,0,0,100,0,0,0,0,0,0,30.7873056118043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.5342727602431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0890081897208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.84380997628295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0547998320926,0,0,0,0,0,0,0,0,0,0,0,32.4644214868001,0,2.39995865285574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2235113544474,0,0,0,0,0,22.0134986975212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall32","Otu00007",1,3,0.028951897891656,0.0197563833539467,NA,1,46.2415604232206,0,36.8687403476828,0,0,0,0,0,0,0,0,0,0,0,13.1711152694239,0,0,0,0,0,0,0,0,0,0,0,0,33.7552853169191,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27908254070257,89.1272177229486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.0671060703103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.9193449340894,0,0,0,12.2719055328852,0,0,26.9364996632426,0,14.1947096380437,0,0,0,0,0,0,0,0,0,31.4641444476422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21339578409703,0,0,0,0,0,0,0,0,0
"Overall33","Otu00007",1,4,0.0949727826739187,0.0322068705445259,NA,1,25.6488483602569,0,42.1443291444136,0,0,0,0,0,0,0,0,6.17065046341264,0,0,0,0,0,0,0,0,0,0,0,8.94296615070465,0,0,0,10.6898675444525,0,0,0,0,0,0,0,0,0,0,0,49.9553852527899,0,0,0,5.79035128552152,0,0,0,0,0,0,0,0,14.3095258382453,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40000406115867,0,0,0,0,0,0,0,3.63205441567277,0,0,0,0,0,1.01402089109979,0,0,0,0,0,0,0,0,0,0,0,5.13217414445506,0,0,0,5.23079059349245,4.28440130209957,0,9.24482843909483,0,5.6209126259931,0,0,0,0,0,5.72645170822457,0,1.74124596628188,0,12.5006644450006,0,14.7212218694205,0,6.6013534546272,0,0,2.32810379930276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.89435009651678,0,0,12.7315180309408,0,4.09865238483564,0,0,0,0,0,0,0,0,0.497255832941698,0,0,0,0,0,0,0
"Overall34","Otu00007",1,5,0.1473846659566,0.069303218858224,NA,1,39.3396285779293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1890491018779,0,0,0,22.4096401637359,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,39.1246132704221,0,0,0,0,0,11.7830608963697,85.6940956648192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.2496090514037,0,0,0,0,0,1.32753173133147,0,1.83097202381984,0,2.80264030749798,2.83974425325255,0.996612297151984,0,0.42375986740778,0,0,0.880765670235732,0,0,0,1.50621604379112,0,0.423837397872036,2.04664316409872,0,2.17448972209461,0,0,0,4.60870478902123,0.965428924045235,0,5.28045439571975,0,2.72981101808662,0,0,2.18887300385143,0,0.51505367304863,2.63694278060492,0,0.710316934601562,2.57455092328525,8.68711555940317,1.6135863534549,1.78910813602298,6.30784353163971,1.59122494027644,0,0,2.03947329826376,0,0.706025304719645,1.50989687416934,0.357868970133985,0,0.672033079904754,0,3.0000726147211,0,0.544742267170099,1.05059735202272,0,4.16943872104584,0,1.92513760579888,5.05829506187921,0.040428271915129,1.23106491918409,0,0.554390944002698,5.99330544846472,0,0,6.23082761451633,0,0,0,0,0,1.00820398005772,0,0.849661022613563,0.504309900435999,0.367263136999612,2.31533532816655,0,0,0.419400842198622,0
"Overall35","Otu00008",1,1,2.36284171610721,1.09306798534952,0.988083816275462,0.769230769230769,60.6292563301092,0,0,0,0,10.7806369669606,3.50519263778343,0.772217774541423,0,0,0,0,0,0,0,0,0,0,49.1871762127265,0,0,0,0,0,0,0,57.1611228726335,0,0,0,0,0,0,52.7206410408537,0,0,0,0,22.1320122160689,31.248227960656,0,0,42.894566887727,0,0,0,0,0,0,100,0,99.7737133405738,0,0,0,0,0,0,0,11.0817402343782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.6203326551364,0,0,0,15.2711640200291,0,0,0,21.6944369419162,0,0,0,0,0.23136502615058,0.564676008626501,1.01436801484499,0,0,0,0,0,0.309442512161623,1.04812126878899,0,1.03125296297995,0,2.97295918543753,0,0.652665877848861,0,0.52400007369268,2.40225854845814,0,0.724175971333624,2.35229983656154,0,0.986600761850132,3.60080891003733,2.638712251235,0,7.70882727269941,0,0,0,0,1.2092608625874,0,7.07370783989491,0.839622164330157,0,0,0.446537633788174,1.51858533291175,1.08896678133907,5.58547303018083,0,0,0,0,0.161664135495813,0,8.87715745911613,0,4.33712620063069,1.4170515434938,0,0,0,0.374540416148089,0.482866995515445,1.80530951183469,0.263573881042195,2.96971155053059,1.11739710692612,0.263710598806454,0,3.78273480688817,0.623538316516484,12.5145052971517,0,0,0,2.07935247988992,1.98752998323926,0,0,2.20484639070134,4.41199574750304,1.58187881999975,0,0,0,1.54261247966625,0.237143243497478,0.439064907667408,0,0,0
"Overall36","Otu00008",1,2,2.07560452450486,1.06392621951755,0.94700454424728,0.823529411764706,41.837007945034,10.525908030837,0,0,0,8.79480370179185,0,0,0,0,0,0,0,0,0,0,0,6.23614749310818,67.2683352562605,0,0,24.0112956244148,0,0,20.058900512036,0,31.6125897788959,0,0,0,0,0,0,48.3170005604968,0,0,0,0,19.2819736213605,27.3608719528423,0,0,0,0,0,10.2875420890168,0,0,0,36.8352305208409,0,51.444443795618,0,0,0,0,0,0,0,18.8562022385284,0,0,0,0,0,0,100,0,0,0,0,0,0,0,37.601733248077,0,0,0,0,0,0,0,26.5949151961629,0,0,0,0,5.28743551325172,0,0,0,0,0,0,0,1.8673846790881,0,0,0,0,0,0,2.09146805490307,0,0,0,0,0,3.50250706976586,0,0,11.9896795533622,0,0,0,0,0,0,0,0,0,6.86178511193806,3.15971389305124,0.0260360617299638,0,5.82222684791104,0,0,5.70104828035265,3.16445119860838,0,0,0,0,0,8.92308766380376,0,8.25949422882041,0,0,0,0,0,0,7.00006950266764,0,0,0,4.07037096730515,0,0,0,8.78037883650733,0,0,0,0.591605928868279,3.67648514475327,0,0,7.64331843754527,0,0,0,0,0,0,1.08804388478546,0.493409140981114,0,0,0
"Overall37","Otu00008",1,3,3.66796734784045,1.27683064978081,0.877409409656857,0.941176470588235,36.6287930875169,0,0,0,0,8.75327325736988,11.2817267022661,6.46805734371908,0,0,0,0,0,0,0,0,0,2.70384474594597,60.0944618329234,0,0,0,0,0,24.6944262913755,9.00558840746026,47.2684604151464,0,0,0,0,0,0,69.1813794876297,0,0,0,0,19.0294447615288,42.4499430479453,0,0,51.957308753685,0,0,20.2595385105153,0,0,0,38.6385454596277,0,62.8283213540006,0,0,0,0,0,0,0,19.1740376277176,0,9.69959331105865,0,0,0,0,100,0,0,0,0,0,0,0,43.0720594515543,0,21.2178010948609,0,0,0,0,0,22.2753901649643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8615428348287,0,0,0,0,0,0,17.0858038886017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6933194044638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227562927441319,30.9015980742229,0,0,0,1.41826912299622,0,0,0,3.30387387381183,14.5798679655823,0,0,0,0,0,0,1.92816190805119,0,0,0
"Overall38","Otu00008",1,4,9.29625224174293,3.36560347419308,0.640214892270957,1,30.5922083528309,0,0,6.29075024381903,8.68990664084096,9.60289605654662,9.17316430323843,0,0,0,0,0.566386558494414,0,0,0,0,0,0,52.9781684816819,23.2077163842524,0,34.7035556357945,0,0,24.5786260334719,11.9849294226794,57.686281808711,0,0,0,0,0,0,66.6825513625752,0,0,0,0,21.7320537507936,34.8754654434315,0,0,41.3298401475875,0,0,14.9678693925374,0,0,0,23.9106036428453,0,69.334151107084,18.3028238877137,0,0,0,0,0,0,30.1875991932443,0,8.05149661910018,0,0,0,0,100,0,0,0,0,0,0,2.87067321137717,47.3055025698888,0,0,0,0,0,0,0,34.2124961301316,0,0,0,0,2.04949355610295,0,0,0,0,0,0,0,0.641428117208011,1.48367977754435,0,0,0,4.36332967592313,0,0,0,0.870966568102593,2.64484826757548,0,1.35612360469636,1.77842225870512,0,2.25263469069596,8.71475954025959,5.94281567552242,4.32383907419465,0,0,0,0,0,3.98398990390016,0,0,0,4.46358893167595,5.80648374811333,1.35147566393777,1.54476670838679,0,2.81155241201688,3.14971711588598,0,0,0,0,0,6.37197032076921,0,3.37438252189157,2.78605111358743,0,0,0,1.19468735433014,0,5.08143289008936,0,0,0,3.44202372329371,0,0,2.14764553639329,7.48777745108432,0,0.741669357320048,0.271770549800192,2.31109269150111,1.54403171160129,0,0,2.59723077017974,0,0,0,0,0,0,1.11431871771112,0,0,0,0
"Overall39","Otu00008",1,5,6.69491726663288,2.56927353042329,0.935417330387866,0.8125,8.6684574000667,1.67890427642269,0,0,0.396286325034611,0,3.8933773471494,0.270461121017795,0,0,0,1.02696890436551,0,0,0,0,0,0,20.79030503859,0,0,20.5813252540367,0,0,0,0,24.5076934853637,0,0,0,0,0,0,48.8517619909121,0,0,0,0,7.24186936371836,13.6064478485125,0,0,20.7484084290329,0,0,0,0,0,0,9.68011243246049,0,33.8177522004647,0,0,0,0,0,0,0,2.61161770556054,0,4.15372552942908,0,0,0,0,100,0,0,0,0,0,0,0.324035945411422,28.8780231422205,0,0,0,3.42294943348932,0,0,0,3.05369469899806,0,0,0,0,2.59786849872985,1.98842491493616,0,0,0,0,0,0,0.671517404634115,1.23799362812894,0,0,0,3.47257296271749,0,1.12105951941029,0,1.02996265285812,3.00484968185847,0,1.56192733085074,0.760450940082695,0,3.22667339245111,6.68914690486659,4.76146436399839,3.71938971364901,0,0,0,0,0,2.30964331590205,0.984938819969051,3.88616269810338,1.75118596436187,1.20388694452493,0,3.27221535431978,0,0,2.94639662245891,1.55470568173609,0,1.70724592551908,0,0,0,3.5878690177198,0.998068897703854,3.0957430867278,2.4223730171453,0,0,0,0,0.871225347450674,3.18454561533138,1.02082725798692,4.48477292062788,1.44466595483984,1.55702624474929,0,2.0465711520536,0.970769086767383,5.34384610075993,0,0,0,1.14251030499628,1.41637324603452,1.09118071194938,0,2.59493248060553,3.47468861507452,0,0,0,0,1.72786016699299,1.03209638903461,1.03237114938141,0,0,0
"Overall40","Otu00009",1,1,3.68020404465845,2.00984205705023,0.224569104057526,0.769230769230769,11.6854369260125,0,13.6932238127864,0,0,0,2.42799590027402,32.5941204250714,13.2735085517239,28.5429845148166,46.9776177574557,0,0,8.98067197508703,35.1310782576798,0,37.8729852133042,6.84191836056131,0,8.1147300455447,5.43536429727559,59.8338115532806,0,18.6887148523047,2.10970782655183,12.835247430624,24.5807619071649,0,0,7.30644286720805,0,0,22.2456498467073,0,33.4100820670425,17.3822950792242,85.6254090365308,0,16.4588492914868,13.1782333051893,0,0,26.9837059478315,6.22874584531329,0,0,83.7825191221875,0,0,9.3603711702551,0,22.3265179456161,20.0667479027294,0,0,0,0,0,44.844409827721,18.4050983798165,44.1456059890661,15.4867864579684,10.5868877394605,0,0,0,0,0,0,0,11.1674417134195,0,0,6.0037671992448,0,0,0,0,9.95405332372901,0,100,43.4422937076377,0,0,10.7232598490861,0,0,0,0,0,0,0,0,0,0,1.96205190037358,3.06137849982932,0,4.33114375908474,0,6.04565471552197,0,3.62406251233369,0,0,0,0,3.65485028824058,0,0,0,0,0,0,0,0,0,0,1.15947153373017,0,0,0,15.0447916329188,0,0,0,0,0,1.71101492585059,0,0,0,7.75955947402444,0,0,0,0,3.87918215811104,11.2072254702266,0,0,0,0,0,0.344675146517774,0,4.66801393331769,4.45726014623182,0.538247185200072,0,0,0,0.202226341846853,0,1.26262464357471,0,0,0,3.54359590112964,0,0,0,0,0,0,0,17.3593567596105,4.18361307232546,0,0,0,0
