"","OTUOfInterest","rep","RMSE(AllPredictionsNS$Predicted, AllPredictionsNS$Real)","MAE(AllPredictionsNS$Predicted, AllPredictionsNS$Real)","R2(AllPredictionsNS$Predicted, AllPredictionsNS$Real)"
"1","Otu00006",1,10.8392710049324,5.77551020408163,0.117669730286543
"2","Otu00006",2,26.6216286337089,12.2222222222222,0.0942623157797492
"3","Otu00006",3,8.90468855496191,5.16304347826087,0.0568025014511245
"4","Otu00006",1,7.34985769680375,4.46938775510204,0.267579545928488
"5","Otu00006",2,11.0760000802536,6.16666666666667,0.0381694003363158
"6","Otu00006",3,7.36324597608608,4.78260869565217,0.235533980643525
"7","Otu00006",1,7.44092379606024,4.22448979591837,0.237041103284518
"8","Otu00006",2,7.64780287983999,4.42222222222222,0.259636909038392
"9","Otu00006",3,7.67619131102647,4.29347826086957,0.224226904804262
"10","Otu00006",1,8.66084315073496,5.01020408163265,0.196360517014676
"11","Otu00006",2,9.17787193925331,5.27777777777778,0.111718538995171
"12","Otu00006",3,7.90500666886389,4.59782608695652,0.271412955996407
