"","OTUOfInterest","rep","fold","RMSE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","MAE(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","R2(100 * CombinedNS$Combined, 100 * CombinedNS$TrueValue)","sum(CombinedNS$PredictedClass == CombinedNS$TrueClass)/length(CombinedNS$TrueClass)","GMM1_Class","GMM2_Class","GMM3_Class","GMM4_Class","GMM5_Class","GMM6_Class","GMM7_Class","GMM8_Class","GMM9_Class","GMM10_Class","GMM11_Class","GMM12_Class","GMM13_Class","GMM14_Class","GMM15_Class","GMM16_Class","GMM17_Class","GMM18_Class","GMM19_Class","GMM20_Class","GMM21_Class","GMM22_Class","GMM23_Class","GMM24_Class","GMM25_Class","GMM26_Class","GMM27_Class","GMM28_Class","GMM29_Class","GMM30_Class","GMM31_Class","GMM32_Class","GMM33_Class","GMM34_Class","GMM35_Class","GMM36_Class","GMM37_Class","GMM38_Class","GMM39_Class","GMM40_Class","GMM41_Class","GMM42_Class","GMM43_Class","GMM44_Class","GMM45_Class","GMM46_Class","GMM47_Class","GMM48_Class","GMM49_Class","GMM50_Class","GMM51_Class","GMM52_Class","GMM53_Class","GMM54_Class","GMM55_Class","GMM56_Class","GMM57_Class","GMM58_Class","GMM59_Class","GMM60_Class","GMM61_Class","GMM62_Class","GMM63_Class","GMM64_Class","GMM65_Class","GMM66_Class","GMM67_Class","GMM68_Class","GMM69_Class","GMM70_Class","GMM71_Class","GMM72_Class","GMM73_Class","GMM74_Class","GMM75_Class","GMM76_Class","GMM77_Class","GMM78_Class","GMM79_Class","GMM80_Class","Other_Class","GMM1_Reg","GMM2_Reg","GMM3_Reg","GMM4_Reg","GMM5_Reg","GMM6_Reg","GMM7_Reg","GMM8_Reg","GMM9_Reg","GMM10_Reg","GMM11_Reg","GMM12_Reg","GMM13_Reg","GMM14_Reg","GMM15_Reg","GMM16_Reg","GMM17_Reg","GMM18_Reg","GMM19_Reg","GMM20_Reg","GMM21_Reg","GMM22_Reg","GMM23_Reg","GMM24_Reg","GMM25_Reg","GMM26_Reg","GMM27_Reg","GMM28_Reg","GMM29_Reg","GMM30_Reg","GMM31_Reg","GMM32_Reg","GMM33_Reg","GMM34_Reg","GMM35_Reg","GMM36_Reg","GMM37_Reg","GMM38_Reg","GMM39_Reg","GMM40_Reg","GMM41_Reg","GMM42_Reg","GMM43_Reg","GMM44_Reg","GMM45_Reg","GMM46_Reg","GMM47_Reg","GMM48_Reg","GMM49_Reg","GMM50_Reg","GMM51_Reg","GMM52_Reg","GMM53_Reg","GMM54_Reg","GMM55_Reg","GMM56_Reg","GMM57_Reg","GMM58_Reg","GMM59_Reg","GMM60_Reg","GMM61_Reg","GMM62_Reg","GMM63_Reg","GMM64_Reg","GMM65_Reg","GMM66_Reg","GMM67_Reg","GMM68_Reg","GMM69_Reg","GMM70_Reg","GMM71_Reg","GMM72_Reg","GMM73_Reg","GMM74_Reg","GMM75_Reg","GMM76_Reg","GMM77_Reg","GMM78_Reg","GMM79_Reg","GMM80_Reg","Other_Reg"
"Overall181","Otu00014",1,2,2.21148550528442,0.563664642968223,NA,0.9,92.7658194953119,67.7108226693105,0,0,35.7648220757857,24.2381756055589,9.52766764050203,0,0,0,0,0,0,12.6232312423917,27.0089686448261,0,0,0,0,0,0,12.4308233026719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.5281501355229,0,0,34.3315479497974,0,100,0,62.0042006520732,0,0,0,0,0,0,0,17.851660602397,0,0,0,0,0,0,0,0,75.6417370059112,0,0,0,0,0,29.5564255672638,0,0,0,0,0,0,0,0,0,0,0,38.1609394374917,0,0,1.49887320414317,1.55956211681567,1.06433100362653,1.68279254133819,1.11923304300655,1.04431321482697,1.04268920664437,1.22234525870021,0.983754178581887,1.26401846624094,0.278336275241816,1.51733359002406,0.558020028645789,1.61527017781303,1.23974023398452,0.534926064757948,1.39493237202957,1.0307336773227,1.32606628167387,1.74776974333428,3.30420190420652,1.86757538408941,1.61491164601079,1.10039554583116,0.391106744608911,0.957278776320856,1.4417952261922,1.14308355291163,0.682558193583927,2.03246151550195,0.836941101147406,1.15910316507666,0.808889991560336,0.616203174580761,0.185798705152508,0.997852240894707,1.69436800509662,0.382425948608141,1.20396356743809,1.67889441058492,1.43781421346947,1.74242712130066,1.18320143828644,2.65549309435877,1.28543505538959,3.11699078945442,1.20292158334671,1.12918451075076,1.89526643781775,0.559906786110821,0.645531462648111,1.92885690466173,1.40344027042166,0.631305730889867,1.12405490145266,1.73848578619117,1.15505832843288,0.306435410853365,1.14139939910186,0.859737979069728,3.493981323686,0.264728552503767,1.31234758148987,1.34219482058827,1.67804268859332,2.43181402907036,2.19796010788909,1.50519258048667,0.297341081489599,2.10289110675545,1.09284007289439,0.978113515491282,0.754651678022197,0.21444187285048,1.24622500302982,0.97977538967521,0.329091843859811,1.33156487201931,1.46029100818544,0.0187141892616862,0
"Overall182","Otu00014",1,3,1.08286138359227,0.244449768154684,NA,0.95,28.8781851927348,11.4896034814462,16.2739988118737,1.72519104169664,0.778121068491203,0,3.42308126125645,8.32908812604978,0.716933727440798,5.39108935247007,0,1.73186377166821,16.189018815479,2.84745980310338,35.4372963233648,4.84981560299669,0.57067434773806,9.62564975142759,67.1729502246125,3.7446438767226,19.9071520005889,5.7804146522232,22.2842568835304,2.62595493277377,0,2.58278675565524,0,3.31954918933793,10.2018193378997,4.72380050857433,0.824886076120938,3.82886837260918,1.46374829535532,0.836736736366469,1.22707372423509,2.54490615414697,16.3360230283119,1.54078402960535,5.35196909205713,14.2068712391065,8.15232848131418,67.9926714150064,0,41.0746519971555,5.44184367611095,3.32247084108395,2.6253395077573,23.338103843502,3.21845267426299,0,5.60222879331066,8.90357472854064,6.62660196002123,0.992615194353437,17.6623055168329,100,0,5.87712376404631,0.590232756498666,5.93232287248841,71.7049135850277,1.65775192526753,7.95559780647664,6.10321890963575,23.0580070674228,27.7562109428522,22.568008678195,0,4.743045292548,53.7347090910602,4.78624966987378,2.85360367071628,17.0824460532157,0,0,62.4737797662153,2.04065414086889,0,0.823669007481531,0,0,1.28155598465814,1.32885839992661,1.86901125692358,1.00566563367102,0.548120618555857,1.3282187876217,1.88772350826579,0.877880600956065,0.735556275561005,1.55423661005744,0.871971708011643,0.700173857884159,1.25332048213708,1.79009198171715,1.69207709884727,1.43504032254772,0.321468767695836,1.31473406340472,2.07598434971137,1.18751118289504,1.57075996665811,1.58234903036353,2.13068673705304,1.88920830730269,0.937297359683402,0.951080328443313,0.81639354904989,0.89662320359419,0.771255574194254,0.40762510909344,0.504822512936315,0.671054580871095,0.847934307266807,0.634712394093363,0.826589742574321,0,1.33469737336931,0.44338006512788,1.82477085437342,1.14139340211922,1.57990536429152,2.51743164928426,0.322297200605672,1.19489024647922,0.754770061172592,1.7626802047986,0.804543246306362,1.64478339118682,1.21933615622314,0.89420341674726,0.200209991637911,1.34213029839965,1.11478343357826,0.980976030796885,1.4054264275083,4.14168926944481,1.37555495613273,0.763554172267563,1.28919038071513,0.815329793761542,3.92599432309386,0.802328832390338,1.67704316459867,0.948231618103955,0.614946571680986,2.11511883835082,1.51192142775772,0.488508869545557,1.35078638864083,1.84130938465304,1.67138852386663,1.47296434365145,1.00691153066909,1.10487049884499,1.03168261625776,1.92549107657811,1.32275546423339,1.96881205976894,1.2464040648391,0.607008821919791,0
"Overall183","Otu00014",1,4,0.44891039627076,0.106910704430252,NA,0.95,0,0,23.6750528307481,0,0,0,0,17.9399619299162,0,3.80000194886769,0,0,0,15.3949452858813,0,0,0,14.1308123888304,48.001400211878,14.6661046042944,27.2041092713968,6.25793054354301,0,7.72482901392324,0,0,0,3.79007953258382,0,1.93249892905656,0,0,0,0,0,0,7.2674064072893,0,1.94820487513352,4.46059107479295,5.21498077820612,100,0,21.9379753495236,6.50336984364128,59.9275935197701,0,0,0.874659467352587,0,0,6.04293334348737,21.0538061404453,0,0,0,0,3.39313269330121,0,0,79.8001451545275,0,0,0,6.42511965138632,0,43.3277447859594,0,0,0,0,27.0086825847553,0,0,0,38.2876575972626,3.6590898257947,69.3715209899677,31.1048935668216,0,0,0.743172128719153,0.918954018196277,1.18086943800554,1.5975964021469,0.30438146939449,3.65335562020313,0.61081050992893,0.641049826115176,0.566442512644946,1.20379689026041,0.461026001841696,0.109785606119852,1.2712579596048,1.16270775320999,8.01084230761429,0.555890525977388,0.261714069296841,0.228080160355309,1.1913523883556,0.100535552014607,2.17316852420998,1.78198730106373,1.6046229586019,1.04853545917881,0.39451080617914,0.826988308216548,0.491499007520838,0.81078864167915,1.21188327237004,0.0510668853029659,0.3841208278909,0.531498498365585,1.00866311652078,0.244135044118231,0.747977243040903,0.275409685708182,0.848729216357222,0.688326661285013,0.979538105156542,0.682919436230448,0.90610159447017,0.69664832406928,0.233909207449995,0.924833471968747,0.486611997836355,2.55815353045471,1.52217349119467,0.631894708876892,1.36056906468245,0.132355885029854,0.0670069771388925,0.720204259750518,0.994906789778531,0.158036150781106,3.48334556991174,8.05516072687248,1.01571354404172,0.279808044440072,0.77257722672765,0.594340135676714,1.15906167752181,0.447699064544098,0.700632210505898,0.234582383098612,9.15900115801888,0.837785308255974,4.94428819093269,0.310351746537744,0.50088158424902,1.37219213845308,0.811140288676833,0.605595505663387,2.38555147593945,0.465036350274902,1.10160593462066,1.41209140704238,0.368637945364247,4.89507494024914,0.767929650103719,0.366520199792713,0
"Overall184","Otu00014",1,5,0.118620149521132,0.0482382409972976,NA,1,0,0,32.4455706721319,1.67550717075355,0,0,4.59203522770827,26.5445767177776,0,0.776913833385228,0,0,0,0,0,0,0,0,55.067932827593,9.86135582804082,23.6730690026011,7.55552578468557,0,8.23170117543008,0,0,0,0,0,7.91075565694218,0,0,0,0,0,0,26.6532972413173,0,0,13.6048163171402,11.3389253201242,65.6228698398646,0,44.6954760552759,15.249871917949,0,0,0,0,0,0,8.28284469457774,16.0740512258449,0,0,0,0,0,0,0,100,0,2.62222016357418,0,14.473499099291,22.7293206047027,26.9250957175334,0,0,13.1241555831274,0,0,0,0,0,44.9615953631824,9.66720594850785,0,52.3559694747062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.466598228355,0,0,0,13.8677403829138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.0166540123928,0,0,5.34770976363004,0,0,0,0,0,0,0,0,0,0,0,0,15.0076598061912,0,0,0,0,0,0,0,0,0,0,0,33.2936378065172,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Overall185","Otu00014",2,1,3.70526187496415,1.43563566996922,0.287932948396876,0.9,0,0,0,0,0,0,0,59.1570707161127,0,32.9517919066536,4.56084427526819,0,0,0,0,15.7029140842102,0,0,7.83660818127018,15.1123718748659,0,0,0,0,0,6.90246161919879,29.8200479481193,0,0,0,36.2930703398034,0,0,0,9.34559130688362,0,12.4257736495372,23.6618598183374,100,14.5257181538947,0,36.9207464617528,0,5.82791344469532,17.635157366578,0,0,9.18181124667525,0,14.3131216287513,0,9.32753313182289,29.4555187297121,0,0,0,17.4501187370021,0,0,0,53.1192630303694,0,11.266723796139,0,8.62718351036068,0,7.11747205850321,0,0,0,22.002027658105,0,0,0,8.50489529841541,2.84648144061893,9.90033614032144,0,13.7731750249918,13.7550578408043,0,1.03343454995944,0.771025719809087,0.800965915439214,0,1.10674197183077,0.741151494151636,2.02427729001273,1.15368783936461,1.26160412429518,1.91366200767024,2.48340217516291,0.490285900298575,1.28332914761498,0.447457377036136,0.557657438984815,2.19690693042581,1.45823031060266,0.836926295503451,0.682049932281796,2.50106897491161,0.0870316047029097,0.363226775684855,0.554322344098949,1.25578206618906,1.19422572254831,1.51706243851594,1.60009136745813,1.51658953095044,1.17067576667117,1.93882686817126,2.55254556346812,0.71328810912421,1.11999895150777,1.81032548492158,1.57927689739315,2.7318043172458,1.85366881581595,2.13851560273063,1.85581832973688,2.33189984275425,0.155486095367937,2.02766453016181,1.64457662379155,0.0726885450214336,2.05738247836549,0.10821636607673,1.31565429817293,1.82629107425645,0.3143953132657,0.845372878323075,1.60415068022161,1.31711885761391,1.63159124601816,0.694320238923025,0.176874893001288,0.78181388268886,1.83786144583927,1.7220265064249,1.48241978003704,0.258085399683205,2.52470117415599,0.557822817673295,1.01079420589342,1.96261327754281,0.268715194052799,1.07022440870473,2.11304533772779,0.846643385206031,1.21426073634022,0.0560977718068978,1.85825894338977,1.54119035961731,0.955852558677036,1.6019771309161,0.939471078674485,1.15313309210815,1.42615265009955,0.436510234610596,1.18272948483823,1.77697322966541,0
"Overall186","Otu00014",2,2,1.41066123940368,0.490133161570241,0.00401234192933488,0.85,32.0665703313188,22.3242879001456,17.0349522591163,3.7704611648738,3.19451308424238,47.975729136512,12.3704334765242,27.8719142547891,2.11561584169678,8.44734609383251,11.7356988467676,0,38.5386222066116,12.2106607213643,63.5210696855677,22.9199615135532,3.8737707622694,14.4988142440199,64.4732719592034,15.2497573632831,17.7280708453562,16.9660329196285,35.6993380957229,26.3138381539909,6.57173559292699,5.97728493333864,4.11561038803614,2.47187083350151,29.4771627513619,9.34997929266147,4.46546029394428,0,2.32150854598374,4.31718404739933,8.90451658133325,4.22392459987738,26.2327978161953,6.41392815890291,9.86220464465407,27.7799784877082,33.310954761243,79.9976404155191,0,28.43369131793,13.4418083568009,4.27089761207697,1.99686050578397,27.3673819491173,7.05339588191073,2.62802959464653,6.59434776294254,26.1920343459301,14.6666800954295,7.20577611106935,27.7129102928831,100,6.69853548394751,3.16747986568612,4.27669382332447,5.24329236274188,76.8397349949602,0.785044661746135,12.0200392054895,4.98994264942986,38.2372382155606,33.4196204521377,20.5865747554433,0,3.01606144492827,99.117147935719,16.8037105763486,7.47928723156814,17.9884829184991,3.18982485263112,3.16536867205965,65.3914834552238,6.12644571034469,10.7535017150155,26.4881064328213,3.83300273522947,0,0.528703701737491,0.915281467485813,1.49310280046562,0.851746015355314,0.600527528813429,0.757421625326996,1.66124355133318,1.84525862334602,1.4790796244112,1.70473108201775,0.465345880011477,0.0835445948629499,1.37123504513864,1.5042350588573,0.937714774402701,1.87340886288161,0.154580510217159,0.56287182351921,2.7185281253331,0.434474739653344,1.36981472214976,1.66570140120064,2.65491672929469,1.28924449619805,0.922633155466978,1.06859504345812,0.947619148354349,1.04659295323202,0.861389093834565,0.626980979355836,0.211774888100175,0.816390264356055,0.729867241237005,0.928265528482514,0.727637793166914,0.298174827448864,1.1504633402644,0.527604668375938,1.47879880870199,1.07403174249572,1.36891084818543,1.37757380460934,0.595207810543881,0.98196543455752,0.45877949324464,1.45846815087977,0.960319838364115,1.34163684754728,0.909895104018788,0.279726453804483,0.121029220725155,1.35491416475786,0.99537725859775,0.549976693509393,1.31922843665331,7.00412969475743,1.40406076673425,0.294210509713658,0.943610049661735,0.457676967130937,2.39711020436921,0.585677799214358,3.1572468252327,0.626363139303124,0.793400522380549,1.07059903541915,1.10989533122012,0.417331671052824,0.385229146517139,3.12169122515678,1.69073973061352,1.45774918028698,1.03017149811808,0.694836466315487,0.755450367102294,3.50910153217717,1.51460676621807,6.46821395004183,1.88504295804752,0.813312842871517,0
"Overall187","Otu00014",2,3,0.513215502758783,0.116812071729723,0.999743125238091,1,20.3316804351275,0,19.2897277014487,10.8046669633517,0,14.7043421468456,6.31146476259912,26.7383932107126,3.99318423669248,4.86820792241494,0,0,0,6.83894925144662,19.6972215655777,0,0,19.2975489533758,31.5017162742367,5.3366203513451,20.7527315384841,5.74442277180898,8.55265568843366,10.0130720420648,0,3.05396536794984,0,4.43050816701663,13.2779228345859,1.90678723186585,2.82021987583748,4.59503174087585,1.57374457957503,0.207785994464285,0,0,11.823366165719,3.63477489160719,0.546686841956967,9.54379404383755,5.4474313959565,43.6916892173411,0,30.1934279333697,9.07617502370194,64.903793102756,2.45308586158369,0,12.4520196235843,0,0,1.952926267007,18.263206369016,0,15.7016324250872,98.0948852242185,0,2.43496380365376,0,4.86307923894304,74.9292032800124,0.556173732477556,2.57409943854771,0.449775535277035,7.61428149654719,20.6949815365983,47.6166846805315,0,5.79925618041484,4.98802529069071,0,31.5132074103965,1.27052369933317,0,6.92594799160996,50.8024286046913,0.359099189998556,100,29.1825459977694,0,0,1.37753776014357,1.55408182186555,2.48898402218587,0.894488150945827,0.797252389807996,2.94461254709728,0.714178814770616,3.86629174220452,0.444160451608129,1.002156322982,1.35487970557639,0.807927798029363,1.41666910079754,1.51755152702327,2.11266241546173,1.50926239679073,0.363365109495577,0.563146640733891,2.0416572861787,0.560897354972097,0.748372735585787,1.52012652715374,1.77094504378452,0.692296728199142,1.35463683093588,0.809015984908177,0.91280528640261,0.944760293570063,1.55909670586752,0.635119813252736,0.634507944229027,0.654021822578626,1.12031411602825,0.317443765996694,1.320186281145,0,1.67411924603721,0.382732649669629,1.37283620289092,1.94661373778044,1.10854839259072,2.1553809466231,0.974443438768177,1.28924790047799,0.690326351879511,2.13436846023983,0.671303610970171,1.70919758531568,1.10109270988716,1.09476256470332,2.30611468360888,1.11758455818059,0.853353742235743,0.585816279283488,1.2726843808774,3.7842368255242,1.40160464219191,0.45989617182049,0.967819504480736,1.07671650124439,3.20732611417861,0.235804289301407,1.28184298431745,0.461184461916695,0.590967441170065,1.16021783990444,2.11408471210029,0.262249512154884,1.09450531504236,1.24718576175452,1.43477524758178,1.58865083076948,1.12406045983201,0.48165154003486,0.991317223394689,1.84942791070208,0.770001094195167,1.90577771028355,1.73623028140895,1.00652494436658,0
"Overall188","Otu00014",2,4,0.0536542883564106,0.0199762028949527,NA,1,41.6379290869714,0,26.1140051878241,7.61057746599817,8.91236252270001,30.2694243455273,16.7006607146571,34.8551051954071,0,14.0934923911931,0,0,0,12.1769979944097,28.8008960421055,0,0,0,75.2692613188026,12.3555958802248,40.8280559927213,8.42549556203416,18.3691060292226,12.6160768885249,0,10.3960365628327,0,3.99130733089527,15.6148997894153,18.4981011390824,7.99496252310919,0,4.72533654002507,4.55707677971117,0,0,19.3107043556808,7.6237339733339,9.49515394558014,9.24088428850422,15.0546403158845,57.8054736659893,0,46.9566306309046,12.2458014017563,12.4222485955035,0.547111351796389,0,11.4345757538661,0,0,18.9959509535898,12.6899162510024,0,33.3646862978167,61.5297222812044,12.9744706312515,14.0725851456436,0,8.73275571586893,100,1.59526659214641,13.9083415820477,3.11974461301955,24.3393125072132,43.4629506072293,54.593119104376,0,11.8332350660208,20.4794772207918,7.29659406437882,6.96472469310519,16.1000303268747,0,0,70.9618855545101,10.6621370636703,0,63.4719104180096,0,0,4.51613057154197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7587908778008,0,0,0,9.01093888591973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47716398984911,0,0,6.19058098748047,0,0,0,11.3796031079603,0,0,0,0,0,0,0,0,0,17.7328770750379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0478149173414,0,1.76651842184823,0,0,10.1195811652201,0,0,0,0,0
"Overall189","Otu00014",2,5,2.26867195983005,0.612698890555786,0.00116686078847115,0.789473684210526,0,0,0,0,0,0,0,13.1537285847573,0,0,0,0,0,0,0,0,0,0,0,18.8659035997894,100,4.851340656187,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76497214605147,4.62819905419536,0,0,6.36789327535583,0.365536044292628,94.7363315994914,0,52.3411028742991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.1273662086426,0,0,0,9.79307010933798,0,39.3587730556619,0,0,0,0,0,0,0,0,0,0,0,19.6287546491207,0,0,2.31295807186542,0.944607864540914,0.793360871532868,1.37830410319518,0.656850005521118,0.476273674379102,2.25204063803453,0.592356545439941,0.154098249014686,1.65316043399042,0.371116446078365,1.47504958059134,0.409457021478859,0.921706776790993,0.758568978958275,0.650615332141653,1.03163343213227,0.598165925720536,0.928826255072889,3.34606302475143,2.87139118445836,1.02166937562106,1.25937738335238,0.980993571780138,0.79151375725721,0.614657746291304,1.2500053192805,0.680244870368667,0.140120261161213,1.5098762516261,0.874853839153107,1.00085705134416,0,1.03638622299573,0.319229696021408,5.45623834441006,3.6643336561789,1.91235576869606,0.665169542190779,4.17142875398477,2.48538763965289,2.5988371229138,0.192853119731291,1.44928054283891,0.801836014300711,0.908902513600247,0.716718597275482,1.4545748699257,1.04745168954836,1.12802112400419,0.3938923728371,1.89757878990398,1.79777075651273,0.421418027803167,0.640514572763696,1.9923164922743,0.966841002653976,0.340878434152594,0.998225813011506,0.460242950253221,1.05171503917938,1.52427940183251,1.08595724528094,0.894585373474479,1.91491578402841,5.38020729731778,2.23093002790479,0.402521638225956,0.11719535094917,1.11781711472995,0.886191112880547,0.79171962625061,0.912989295939264,0.763746115430316,1.15121399126562,1.15683835056283,2.08650470780654,0.838300104110455,0.819359343385184,0.253554806084708,0
"Overall190","Otu00014",3,1,3.18478094811709,1.04110780400168,NA,0.85,0,3.31859442860982,0,2.75073659177436,0,42.258763771906,4.01842310994827,58.754833027372,23.2227841443893,17.855117287542,11.8428302849004,0,0,8.2028610522092,0,0,53.4795505931314,0,0,21.0224692396339,7.2542234536344,7.78236503035561,0,14.2556008830712,11.1586532076302,0,10.3969247417239,0.660321335637532,42.181904548885,8.60693913477704,17.4164802135298,22.1991372106014,0,0,15.8196007937963,0,12.7509496902857,14.6297018360764,0,11.4088597673441,6.48488743228906,9.29952692442908,0,12.1734062777412,58.099829015146,0,0,18.1411028180302,6.47029859787524,34.57276589451,10.0764897802175,22.7769089143227,79.0364650881228,28.1434656817025,23.6159862088982,0,28.0394771576337,10.8320426336651,36.7436263820133,26.5624403902429,100,2.85318709188522,10.4722069825864,18.7949875826596,8.29353271402852,14.2009372515807,33.2489226403796,30.135186182575,0,0,0,1.85694937818731,7.84831228468193,0,0,3.62728663855324,0,0,55.526519064901,16.4531598837616,0,1.20056702776885,1.32351581566668,0.397568008398511,1.22521572439361,0.000766206164593751,1.66462830049162,0.494811282398996,1.60778079334206,1.93467713257954,1.64367972713502,1.32817476851914,0.978782530328368,0.957357159181741,1.40045319866582,1.09067092162962,1.53630069715725,0.880363710288183,1.08590909682135,0.539328122009225,2.04871068923849,1.51602252709371,2.08316825918705,0.351542308049962,1.84370544628547,0.497904218134233,0.419209402666415,1.97097439789908,1.37339523568019,1.84154172937498,0.78269716962979,2.4270311382329,0.800520473387437,1.34948063738306,0.429193392975897,2.0778807132769,1.14978118968194,1.6064588929242,1.42689007075462,0.399080977258371,1.5217904295523,1.47610948701687,1.62469465613283,0.664761357421598,1.58233441096178,1.99456318985847,3.15138811433861,1.4079132696922,0.869108620187555,1.54290473608135,1.18486890490318,1.07617932085927,2.13179840891598,1.76590040607116,0.398852443611869,1.56856849393594,0.915978995201646,1.56196607001115,1.41009784247953,0.893020024984371,0.550918366516363,2.82727478179264,0.46712730698844,0.560047853715288,1.80256202129038,0.941020681007746,0.566732957547546,1.77406505224189,1.48010711077105,0.393542925908095,0.611387263594863,1.52650417409352,0.851920806399874,1.02525749227133,0.414519388617089,2.31691865946936,0.0115920305320069,1.10484607723673,0.518936046147424,1.99546507252034,1.83071565706547,0
"Overall191","Otu00014",3,2,2.19866288047136,0.508160663242021,0.000147065860768633,0.9,60.5405843914496,0,12.563021748573,11.6227313897409,20.0964663649503,27.3755041140905,1.74753364871526,7.26270739314935,0,0,0,0,0,5.07694066322678,13.3998803796626,7.05198142807396,0,0,34.5572317340609,16.6827985004302,100,1.50946461640552,0,1.19370047860361,0,1.11849249225317,0,0,18.5249328137137,6.72403182558785,0,0,0,0,0,4.40295910376054,16.1324851251994,1.1817487518442,6.0708293353975,27.7377697280276,0.606283740626745,91.7913182052263,0,46.2016992187518,5.2254399703504,0,0,19.0135245304206,0,0,0,4.53653909683863,4.91438941163034,0,0,0,0,3.2775445220172,0,0,82.7313033879967,0,7.89390636842311,0.280757979073516,3.62910546914297,57.8957883929814,34.761798525705,0,0,17.7081449611159,1.02318371668536,37.3243832096377,0,0,0,22.3719773178169,0,0,7.96568248974001,0,0,2.53851151736117,1.29723491176874,5.09488460837118,0.78663077189633,1.35769730032317,0.830218180741136,1.10615138229274,1.0210435114961,0.849841336426593,1.39065275640563,0.305606553624767,1.22579075149692,0.283374070084244,1.06206497882147,1.44697463969065,0.526622786683788,1.03270960871176,0.250016464876808,1.3076135583093,2.73214653300087,1.1578740315335,1.05841889174201,2.73969440416106,1.60091132780067,0.554259119470107,1.6727660195694,2.50153847444074,0.975348295061801,0.805730105441007,1.09454852014046,0.492989573618924,0.58286578093286,0.239148504968183,0.349864788455172,0.180210592821411,0.664608956352039,2.85348026343299,0.410139478752334,0.750041028446114,5.76797069339984,0.746225173030924,2.20521831044798,0.177762136957021,0.931361627279136,0.784383090284397,3.48836340551907,1.03288632131182,0.840366232521334,0.718293981941786,2.03742104082778,0.405230157320571,1.28799796247885,0.710847263235669,0.511983282595115,1.22881527878513,5.83905086988228,0.956219326801815,0.642616399867807,2.6391176347891,0.715657770205212,3.83318561755861,0.125836686975757,0.945206998683436,0.848021797180937,0.481146677899554,1.14873802507174,1.10186550193957,0.275413178808901,0.86070384507195,1.05970612458918,0.809827807497265,0.889605586249915,0.632781246910098,0.177677985318764,0.662654026629391,1.3464324419104,1.03907826928555,1.83090222686602,0.915084935904395,0.218118680641778,0
"Overall192","Otu00014",3,3,1.08286138722288,0.244450537831733,NA,0.95,21.5872203865667,0,17.2975342892177,2.90220018623069,0,0,14.1561618201954,58.246726156101,0.744321418131545,26.6817663345017,0,0,16.8327954182929,13.1456843790411,39.2255171947174,13.9245776441803,0,14.3947023012777,100,9.47545950854409,22.7626230018031,10.6112439569317,25.9420759269148,22.3491642183924,0,3.30790518011605,0,3.15014477032515,0,12.9419972796788,3.67233563378875,0,5.40171292688833,4.01105767818463,0,0,14.8089995733753,0.856275669035047,4.54845474958664,9.38723298986353,10.8590368991256,47.7851938662234,0,49.7865149017053,18.2681479217582,7.55484012775785,4.86033047568826,0,12.9370272278573,0,1.92997151548185,18.3441752149616,6.51978404988597,4.36785883992432,21.2139867310681,81.8455279282749,0,13.6055656109882,0,13.4421320716731,67.8430377536308,2.14406742665037,20.2734529344049,2.5215421286291,24.9595508408286,44.4214410991337,33.720160847582,0,5.70894480735138,41.1675389253326,0,25.1242646107017,21.7800518837459,0,0,77.132040025074,10.200607028726,29.1318473129365,29.8557284979734,0,0,1.30093446491951,3.79808479806795,1.56866061633965,0.920808044896137,0.75864947127257,1.49013220902396,0.631303434627766,0.949742381197875,0.723368039133325,1.09545925902758,0.538910866070657,0.40161475321796,0.627941142994555,1.70668987224984,3.85974928794233,0.842644569991828,0.292026706719189,1.49520584075356,4.22883480598519,1.72184685754146,0.879699814542114,1.60159535684239,2.26994042102184,1.14135528717834,0.995702845360744,0.889956441797002,0.967064027544583,3.33889404408131,1.033261117117,1.22648106995999,1.25897517709923,0.878345492469528,0.771278844295218,0.804635858449588,0.460329547484491,0.0626092124484336,0.710918174882923,0.623661558713361,1.90896097284361,0.806934344671289,1.223793905444,2.26540150209591,0.865236320717685,2.156702313594,0.616819568913794,1.25834637968188,1.58073312755434,1.07168743930528,1.20355539725864,0.863134926394245,0.676231521508832,0.973240271352213,1.24898197685238,0.613373151643518,1.33211502824227,3.83546033174892,2.13314617926144,0.759269595509777,1.11394942645411,0.944093295462495,1.05888107287627,0.610117405035917,1.44394240089197,0.498109036654385,0.99406002932093,1.09247401803431,0.539486743369206,0.248015290970068,1.0388608984317,2.13516581692122,1.78873810187249,1.01174348582856,1.12157630721681,0.762043397130854,1.17925587502028,1.79136044964123,0.803041681022893,1.93838127690004,1.14433748051252,0.481930542576764,0
